,location,date,total_vaccinations_no_boosters,total_vaccinations_no_boosters_per_hundred,total_boosters,total_boosters_per_hundred
0,Afghanistan,2021-02-22,0.0,0.0,0.0,0.0
1,Afghanistan,2021-02-28,8200.0,0.02,0.0,0.0
2,Afghanistan,2021-03-16,54000.0,0.14,0.0,0.0
3,Afghanistan,2021-04-07,120000.0,0.3,0.0,0.0
4,Afghanistan,2021-04-22,240000.0,0.6,0.0,0.0
5,Afghanistan,2021-05-11,504502.0,1.27,0.0,0.0
6,Afghanistan,2021-05-20,547901.0,1.38,0.0,0.0
7,Afghanistan,2021-05-24,573277.0,1.44,0.0,0.0
8,Afghanistan,2021-05-26,590454.0,1.48,0.0,0.0
9,Afghanistan,2021-05-27,593313.0,1.49,0.0,0.0
10,Afghanistan,2021-05-30,600152.0,1.51,0.0,0.0
11,Afghanistan,2021-06-02,626290.0,1.57,0.0,0.0
12,Afghanistan,2021-06-03,630305.0,1.58,0.0,0.0
13,Afghanistan,2021-06-08,641295.0,1.61,0.0,0.0
14,Afghanistan,2021-06-14,662003.0,1.66,0.0,0.0
15,Afghanistan,2021-06-22,765890.0,1.92,0.0,0.0
16,Afghanistan,2021-06-27,835694.0,2.1,0.0,0.0
17,Afghanistan,2021-06-30,886854.0,2.23,0.0,0.0
18,Afghanistan,2021-07-05,915671.0,2.3,0.0,0.0
19,Afghanistan,2021-07-07,934463.0,2.35,0.0,0.0
20,Afghanistan,2021-07-11,962093.0,2.42,0.0,0.0
21,Afghanistan,2021-07-14,1024168.0,2.57,0.0,0.0
22,Afghanistan,2021-07-18,1094257.0,2.75,0.0,0.0
23,Afghanistan,2021-07-24,1171064.0,2.94,0.0,0.0
24,Afghanistan,2021-08-20,1201286.0,3.02,0.0,0.0
25,Afghanistan,2021-08-31,1979652.0,4.97,0.0,0.0
26,Afghanistan,2021-09-30,2369625.0,5.95,0.0,0.0
27,Afghanistan,2021-11-14,4018197.0,10.09,0.0,0.0
28,Afghanistan,2021-12-27,4674518.0,11.73,0.0,0.0
29,Afghanistan,2022-01-09,4903368.0,12.31,0.0,0.0
30,Afghanistan,2022-01-11,4925111.0,12.36,0.0,0.0
31,Afghanistan,2022-01-13,4954809.0,12.44,0.0,0.0
32,Afghanistan,2022-01-17,4985047.0,12.51,0.0,0.0
33,Afghanistan,2022-01-19,5004050.0,12.56,0.0,0.0
34,Afghanistan,2022-01-24,5046054.0,12.67,0.0,0.0
35,Afghanistan,2022-01-26,5074196.0,12.74,0.0,0.0
36,Afghanistan,2022-01-27,5081064.0,12.76,0.0,0.0
37,Afghanistan,2022-01-31,5125146.0,12.87,0.0,0.0
38,Africa,2021-01-09,0.0,0.0,0.0,0.0
39,Africa,2021-01-13,2000.0,0.0,0.0,0.0
40,Africa,2021-01-15,4000.0,0.0,0.0,0.0
41,Africa,2021-01-16,7000.0,0.0,0.0,0.0
42,Africa,2021-01-19,10976.0,0.0,0.0,0.0
43,Africa,2021-01-20,13163.0,0.0,0.0,0.0
44,Africa,2021-01-22,16890.0,0.0,0.0,0.0
45,Africa,2021-01-23,18353.0,0.0,0.0,0.0
46,Africa,2021-01-24,18353.0,0.0,0.0,0.0
47,Africa,2021-01-25,19889.0,0.0,0.0,0.0
48,Africa,2021-01-26,22712.0,0.0,0.0,0.0
49,Africa,2021-01-27,25587.0,0.0,0.0,0.0
50,Africa,2021-01-28,28779.0,0.0,0.0,0.0
51,Africa,2021-01-29,30861.0,0.0,0.0,0.0
52,Africa,2021-01-30,122206.0,0.01,0.0,0.0
53,Africa,2021-01-31,158206.0,0.01,0.0,0.0
54,Africa,2021-02-01,236712.0,0.02,0.0,0.0
55,Africa,2021-02-02,295127.0,0.02,0.0,0.0
56,Africa,2021-02-03,347149.0,0.03,0.0,0.0
57,Africa,2021-02-04,390474.0,0.03,0.0,0.0
58,Africa,2021-02-05,446986.0,0.03,0.0,0.0
59,Africa,2021-02-06,504800.0,0.04,0.0,0.0
60,Africa,2021-02-08,593502.0,0.04,0.0,0.0
61,Africa,2021-02-09,661263.0,0.05,0.0,0.0
62,Africa,2021-02-10,795836.0,0.06,0.0,0.0
63,Africa,2021-02-11,908796.0,0.07,0.0,0.0
64,Africa,2021-02-12,1165581.0,0.08,0.0,0.0
65,Africa,2021-02-13,1446178.0,0.11,0.0,0.0
66,Africa,2021-02-15,1766999.0,0.13,0.0,0.0
67,Africa,2021-02-16,1965819.0,0.14,0.0,0.0
68,Africa,2021-02-17,2147659.0,0.16,0.0,0.0
69,Africa,2021-02-18,2304003.0,0.17,0.0,0.0
70,Africa,2021-02-19,2514038.0,0.18,0.0,0.0
71,Africa,2021-02-20,2616970.0,0.19,0.0,0.0
72,Africa,2021-02-21,2623735.0,0.19,0.0,0.0
73,Africa,2021-02-22,2745898.0,0.2,0.0,0.0
74,Africa,2021-02-23,2854362.0,0.21,0.0,0.0
75,Africa,2021-02-24,3151789.0,0.23,0.0,0.0
76,Africa,2021-02-25,3435126.0,0.25,0.0,0.0
77,Africa,2021-02-26,3677781.0,0.27,0.0,0.0
78,Africa,2021-02-27,3866524.0,0.28,0.0,0.0
79,Africa,2021-02-28,3874251.0,0.28,0.0,0.0
80,Africa,2021-03-01,4092105.0,0.3,0.0,0.0
81,Africa,2021-03-02,4253030.0,0.31,0.0,0.0
82,Africa,2021-03-03,4424425.0,0.32,0.0,0.0
83,Africa,2021-03-04,4570416.0,0.33,0.0,0.0
84,Africa,2021-03-05,4808377.0,0.35,0.0,0.0
85,Africa,2021-03-06,5013434.0,0.37,0.0,0.0
86,Africa,2021-03-07,5054444.0,0.37,0.0,0.0
87,Africa,2021-03-08,5402720.0,0.39,0.0,0.0
88,Africa,2021-03-09,5543143.0,0.4,0.0,0.0
89,Africa,2021-03-10,5883345.0,0.43,0.0,0.0
90,Africa,2021-03-11,6071753.0,0.44,0.0,0.0
91,Africa,2021-03-12,6381772.0,0.46,0.0,0.0
92,Africa,2021-03-13,6785420.0,0.49,0.0,0.0
93,Africa,2021-03-14,6801943.0,0.5,0.0,0.0
94,Africa,2021-03-15,7194978.0,0.52,0.0,0.0
95,Africa,2021-03-16,7430457.0,0.54,0.0,0.0
96,Africa,2021-03-17,7632156.0,0.56,0.0,0.0
97,Africa,2021-03-18,7819596.0,0.57,0.0,0.0
98,Africa,2021-03-19,8102429.0,0.59,0.0,0.0
99,Africa,2021-03-20,8194788.0,0.6,0.0,0.0
100,Africa,2021-03-21,8216336.0,0.6,0.0,0.0
101,Africa,2021-03-22,8338577.0,0.61,0.0,0.0
102,Africa,2021-03-23,8484800.0,0.62,0.0,0.0
103,Africa,2021-03-24,9420911.0,0.69,0.0,0.0
104,Africa,2021-03-25,9709302.0,0.71,0.0,0.0
105,Africa,2021-03-26,9977830.0,0.73,0.0,0.0
106,Africa,2021-03-27,10303667.0,0.75,0.0,0.0
107,Africa,2021-03-28,10562516.0,0.77,0.0,0.0
108,Africa,2021-03-29,10775431.0,0.78,0.0,0.0
109,Africa,2021-03-30,10972216.0,0.8,0.0,0.0
110,Africa,2021-03-31,11476248.0,0.84,0.0,0.0
111,Africa,2021-04-01,11729825.0,0.85,0.0,0.0
112,Africa,2021-04-02,11883589.0,0.87,0.0,0.0
113,Africa,2021-04-03,12018828.0,0.88,0.0,0.0
114,Africa,2021-04-04,12082780.0,0.88,0.0,0.0
115,Africa,2021-04-05,12236282.0,0.89,0.0,0.0
116,Africa,2021-04-06,12575036.0,0.92,0.0,0.0
117,Africa,2021-04-07,12960258.0,0.94,0.0,0.0
118,Africa,2021-04-08,13685750.0,1.0,0.0,0.0
119,Africa,2021-04-09,13840825.0,1.01,0.0,0.0
120,Africa,2021-04-10,14000751.0,1.02,0.0,0.0
121,Africa,2021-04-11,14150137.0,1.03,0.0,0.0
122,Africa,2021-04-12,14259556.0,1.04,0.0,0.0
123,Africa,2021-04-13,14372773.0,1.05,0.0,0.0
124,Africa,2021-04-14,14720408.0,1.07,0.0,0.0
125,Africa,2021-04-15,14863081.0,1.08,0.0,0.0
126,Africa,2021-04-16,15071502.0,1.1,0.0,0.0
127,Africa,2021-04-17,15369995.0,1.12,0.0,0.0
128,Africa,2021-04-18,15940217.0,1.16,0.0,0.0
129,Africa,2021-04-19,16153571.0,1.18,0.0,0.0
130,Africa,2021-04-20,16319878.0,1.19,0.0,0.0
131,Africa,2021-04-21,16544360.0,1.2,0.0,0.0
132,Africa,2021-04-22,16629919.0,1.21,0.0,0.0
133,Africa,2021-04-23,16816072.0,1.22,0.0,0.0
134,Africa,2021-04-24,16889560.0,1.23,0.0,0.0
135,Africa,2021-04-25,16968624.0,1.24,0.0,0.0
136,Africa,2021-04-26,17067708.0,1.24,0.0,0.0
137,Africa,2021-04-27,17236944.0,1.25,0.0,0.0
138,Africa,2021-04-28,18296567.0,1.33,0.0,0.0
139,Africa,2021-04-29,18412478.0,1.34,0.0,0.0
140,Africa,2021-04-30,18553633.0,1.35,0.0,0.0
141,Africa,2021-05-01,18680562.0,1.36,0.0,0.0
142,Africa,2021-05-02,18737253.0,1.36,0.0,0.0
143,Africa,2021-05-03,18912400.0,1.38,0.0,0.0
144,Africa,2021-05-04,19208526.0,1.4,0.0,0.0
145,Africa,2021-05-05,19465156.0,1.42,0.0,0.0
146,Africa,2021-05-06,19624727.0,1.43,0.0,0.0
147,Africa,2021-05-07,20217766.0,1.47,0.0,0.0
148,Africa,2021-05-08,20470293.0,1.49,0.0,0.0
149,Africa,2021-05-09,21199764.0,1.54,0.0,0.0
150,Africa,2021-05-10,21661168.0,1.58,0.0,0.0
151,Africa,2021-05-11,22093409.0,1.61,0.0,0.0
152,Africa,2021-05-12,23173673.0,1.69,0.0,0.0
153,Africa,2021-05-13,23349102.0,1.7,0.0,0.0
154,Africa,2021-05-14,23545212.0,1.71,0.0,0.0
155,Africa,2021-05-15,23859298.0,1.74,0.0,0.0
156,Africa,2021-05-16,23952426.0,1.74,0.0,0.0
157,Africa,2021-05-17,24419391.0,1.78,0.0,0.0
158,Africa,2021-05-18,25194293.0,1.83,0.0,0.0
159,Africa,2021-05-19,25785942.0,1.88,0.0,0.0
160,Africa,2021-05-20,26225226.0,1.91,0.0,0.0
161,Africa,2021-05-21,27003443.0,1.97,0.0,0.0
162,Africa,2021-05-22,27828521.0,2.03,0.0,0.0
163,Africa,2021-05-23,28053599.0,2.04,0.0,0.0
164,Africa,2021-05-24,28573801.0,2.08,0.0,0.0
165,Africa,2021-05-25,29272846.0,2.13,0.0,0.0
166,Africa,2021-05-26,29659348.0,2.16,0.0,0.0
167,Africa,2021-05-27,29882000.0,2.18,0.0,0.0
168,Africa,2021-05-28,30063329.0,2.19,0.0,0.0
169,Africa,2021-05-29,30663011.0,2.23,0.0,0.0
170,Africa,2021-05-30,30985815.0,2.26,0.0,0.0
171,Africa,2021-05-31,33013477.0,2.4,0.0,0.0
172,Africa,2021-06-01,33811824.0,2.46,0.0,0.0
173,Africa,2021-06-02,34313737.0,2.5,0.0,0.0
174,Africa,2021-06-03,34777443.0,2.53,0.0,0.0
175,Africa,2021-06-04,35024406.0,2.55,0.0,0.0
176,Africa,2021-06-05,35258269.0,2.57,0.0,0.0
177,Africa,2021-06-06,35499875.0,2.58,0.0,0.0
178,Africa,2021-06-07,36082955.0,2.63,0.0,0.0
179,Africa,2021-06-08,37188892.0,2.71,0.0,0.0
180,Africa,2021-06-09,38220307.0,2.78,0.0,0.0
181,Africa,2021-06-10,38836032.0,2.83,0.0,0.0
182,Africa,2021-06-11,39209078.0,2.85,0.0,0.0
183,Africa,2021-06-12,39520074.0,2.88,0.0,0.0
184,Africa,2021-06-13,39608060.0,2.88,0.0,0.0
185,Africa,2021-06-14,40472051.0,2.95,0.0,0.0
186,Africa,2021-06-15,41466546.0,3.02,0.0,0.0
187,Africa,2021-06-16,41795578.0,3.04,0.0,0.0
188,Africa,2021-06-17,42179059.0,3.07,0.0,0.0
189,Africa,2021-06-18,42520531.0,3.1,0.0,0.0
190,Africa,2021-06-19,42651690.0,3.11,0.0,0.0
191,Africa,2021-06-20,43315836.0,3.15,0.0,0.0
192,Africa,2021-06-21,44038203.0,3.21,0.0,0.0
193,Africa,2021-06-22,44160883.0,3.22,0.0,0.0
194,Africa,2021-06-23,44801997.0,3.26,0.0,0.0
195,Africa,2021-06-24,46139681.0,3.36,0.0,0.0
196,Africa,2021-06-25,46505062.0,3.39,0.0,0.0
197,Africa,2021-06-26,46700046.0,3.4,0.0,0.0
198,Africa,2021-06-27,46983983.0,3.42,0.0,0.0
199,Africa,2021-06-28,47874526.0,3.49,0.0,0.0
200,Africa,2021-06-29,48142113.0,3.51,0.0,0.0
201,Africa,2021-06-30,48664662.0,3.54,0.0,0.0
202,Africa,2021-07-01,49084712.0,3.57,0.0,0.0
203,Africa,2021-07-02,49245678.0,3.59,0.0,0.0
204,Africa,2021-07-03,49524849.0,3.61,0.0,0.0
205,Africa,2021-07-04,49901604.0,3.63,0.0,0.0
206,Africa,2021-07-05,50939231.0,3.71,0.0,0.0
207,Africa,2021-07-06,51379966.0,3.74,0.0,0.0
208,Africa,2021-07-07,51641882.0,3.76,0.0,0.0
209,Africa,2021-07-08,52257385.0,3.8,0.0,0.0
210,Africa,2021-07-09,52552375.0,3.83,0.0,0.0
211,Africa,2021-07-10,52672280.0,3.83,0.0,0.0
212,Africa,2021-07-11,52770553.0,3.84,0.0,0.0
213,Africa,2021-07-12,54370724.0,3.96,0.0,0.0
214,Africa,2021-07-13,54935857.0,4.0,0.0,0.0
215,Africa,2021-07-14,55237342.0,4.02,0.0,0.0
216,Africa,2021-07-15,56501839.0,4.11,0.0,0.0
217,Africa,2021-07-16,56615826.0,4.12,0.0,0.0
218,Africa,2021-07-17,56798284.0,4.14,0.0,0.0
219,Africa,2021-07-18,57064944.0,4.15,0.0,0.0
220,Africa,2021-07-19,58370967.0,4.25,0.0,0.0
221,Africa,2021-07-20,58726324.0,4.28,0.0,0.0
222,Africa,2021-07-21,58813194.0,4.28,0.0,0.0
223,Africa,2021-07-22,59876939.0,4.36,0.0,0.0
224,Africa,2021-07-23,60247707.0,4.39,0.0,0.0
225,Africa,2021-07-24,60494809.0,4.4,0.0,0.0
226,Africa,2021-07-25,61184510.0,4.45,0.0,0.0
227,Africa,2021-07-26,62052214.0,4.52,0.0,0.0
228,Africa,2021-07-27,62978566.0,4.59,0.0,0.0
229,Africa,2021-07-28,63729228.0,4.64,0.0,0.0
230,Africa,2021-07-29,64816684.0,4.72,0.0,0.0
231,Africa,2021-07-30,65259221.0,4.75,0.0,0.0
232,Africa,2021-07-31,65426371.0,4.76,0.0,0.0
233,Africa,2021-08-01,66006115.0,4.81,0.0,0.0
234,Africa,2021-08-02,66841904.0,4.87,0.0,0.0
235,Africa,2021-08-03,69024922.0,5.03,0.0,0.0
236,Africa,2021-08-04,69456317.0,5.06,0.0,0.0
237,Africa,2021-08-05,70451773.0,5.13,0.0,0.0
238,Africa,2021-08-06,70846290.0,5.16,0.0,0.0
239,Africa,2021-08-07,71238941.0,5.19,0.0,0.0
240,Africa,2021-08-08,71949743.0,5.24,0.0,0.0
241,Africa,2021-08-09,73792274.0,5.37,0.0,0.0
242,Africa,2021-08-10,74400094.0,5.42,0.0,0.0
243,Africa,2021-08-11,74965873.0,5.46,0.0,0.0
244,Africa,2021-08-12,76527694.0,5.57,0.0,0.0
245,Africa,2021-08-13,77485554.0,5.64,0.0,0.0
246,Africa,2021-08-14,77742841.0,5.66,0.0,0.0
247,Africa,2021-08-15,78071154.0,5.68,0.0,0.0
248,Africa,2021-08-16,80687066.0,5.87,0.0,0.0
249,Africa,2021-08-17,81491040.0,5.93,0.0,0.0
250,Africa,2021-08-18,82876613.0,6.03,0.0,0.0
251,Africa,2021-08-19,84588280.0,6.16,0.0,0.0
252,Africa,2021-08-20,89933895.0,6.55,0.0,0.0
253,Africa,2021-08-21,90333264.0,6.58,0.0,0.0
254,Africa,2021-08-22,90994632.0,6.63,0.0,0.0
255,Africa,2021-08-23,92120604.0,6.71,0.0,0.0
256,Africa,2021-08-24,93218220.0,6.79,0.0,0.0
257,Africa,2021-08-25,96254650.0,7.01,0.0,0.0
258,Africa,2021-08-26,96388593.0,7.02,0.0,0.0
259,Africa,2021-08-27,99538228.0,7.25,0.0,0.0
260,Africa,2021-08-28,100211304.0,7.3,0.0,0.0
261,Africa,2021-08-29,101629709.0,7.4,0.0,0.0
262,Africa,2021-08-30,102207774.0,7.44,0.0,0.0
263,Africa,2021-08-31,103603952.0,7.54,0.0,0.0
264,Africa,2021-09-01,105819080.0,7.7,0.0,0.0
265,Africa,2021-09-02,106231813.0,7.73,0.0,0.0
266,Africa,2021-09-03,106847527.0,7.78,0.0,0.0
267,Africa,2021-09-04,111317743.0,8.1,0.0,0.0
268,Africa,2021-09-05,113550843.0,8.27,0.0,0.0
269,Africa,2021-09-06,115233348.0,8.39,0.0,0.0
270,Africa,2021-09-07,115810254.0,8.43,0.0,0.0
271,Africa,2021-09-08,116500886.0,8.48,0.0,0.0
272,Africa,2021-09-09,117943997.0,8.59,0.0,0.0
273,Africa,2021-09-10,119073387.0,8.67,0.0,0.0
274,Africa,2021-09-11,120866826.0,8.8,0.0,0.0
275,Africa,2021-09-12,123712154.0,9.01,0.0,0.0
276,Africa,2021-09-13,124317061.0,9.05,0.0,0.0
277,Africa,2021-09-14,127159308.0,9.26,0.0,0.0
278,Africa,2021-09-15,128608925.0,9.36,0.0,0.0
279,Africa,2021-09-16,130210526.0,9.48,0.0,0.0
280,Africa,2021-09-17,130591738.0,9.51,0.0,0.0
281,Africa,2021-09-18,131148588.0,9.55,0.0,0.0
282,Africa,2021-09-19,133915991.0,9.75,0.0,0.0
283,Africa,2021-09-20,134886389.0,9.82,0.0,0.0
284,Africa,2021-09-21,135518118.0,9.87,0.0,0.0
285,Africa,2021-09-22,138175685.0,10.06,0.0,0.0
286,Africa,2021-09-23,141008950.0,10.27,0.0,0.0
287,Africa,2021-09-24,141425664.0,10.3,0.0,0.0
288,Africa,2021-09-25,142748373.0,10.39,0.0,0.0
289,Africa,2021-09-26,143650802.0,10.46,0.0,0.0
290,Africa,2021-09-27,146415175.0,10.66,0.0,0.0
291,Africa,2021-09-28,147543534.0,10.74,0.0,0.0
292,Africa,2021-09-29,147912295.0,10.77,0.0,0.0
293,Africa,2021-09-30,149777657.0,10.9,0.0,0.0
294,Africa,2021-10-01,150216634.0,10.94,0.0,0.0
295,Africa,2021-10-02,151339614.0,11.02,0.0,0.0
296,Africa,2021-10-03,151856823.0,11.06,0.0,0.0
297,Africa,2021-10-04,151981836.0,11.07,0.0,0.0
298,Africa,2021-10-05,152622147.0,11.11,0.0,0.0
299,Africa,2021-10-06,153279921.0,11.16,0.0,0.0
300,Africa,2021-10-07,155243008.0,11.3,0.0,0.0
301,Africa,2021-10-08,159841805.0,11.64,0.0,0.0
302,Africa,2021-10-09,161252483.0,11.74,0.0,0.0
303,Africa,2021-10-10,161569375.0,11.76,0.0,0.0
304,Africa,2021-10-11,162063157.0,11.8,0.0,0.0
305,Africa,2021-10-12,162407061.0,11.82,0.0,0.0
306,Africa,2021-10-13,164865140.0,12.0,0.0,0.0
307,Africa,2021-10-14,166817017.0,12.15,0.0,0.0
308,Africa,2021-10-15,168285198.0,12.25,0.0,0.0
309,Africa,2021-10-16,168378087.0,12.26,0.0,0.0
310,Africa,2021-10-17,172719785.0,12.58,0.0,0.0
311,Africa,2021-10-18,174291070.0,12.69,0.0,0.0
312,Africa,2021-10-19,175400722.0,12.77,0.0,0.0
313,Africa,2021-10-20,176359762.0,12.84,0.0,0.0
314,Africa,2021-10-21,178595888.0,13.0,0.0,0.0
315,Africa,2021-10-22,179079983.0,13.04,0.0,0.0
316,Africa,2021-10-23,182217821.0,13.27,0.0,0.0
317,Africa,2021-10-24,184718901.0,13.45,0.0,0.0
318,Africa,2021-10-25,185156929.0,13.48,0.0,0.0
319,Africa,2021-10-26,186805514.0,13.6,0.0,0.0
320,Africa,2021-10-27,187208673.0,13.63,0.0,0.0
321,Africa,2021-10-28,189781042.0,13.82,28870.0,0.0
322,Africa,2021-10-29,193263580.0,14.07,32750.0,0.0
323,Africa,2021-10-30,194290114.0,14.14,71510.0,0.01
324,Africa,2021-10-31,196409366.0,14.3,71510.0,0.01
325,Africa,2021-11-01,197713254.0,14.39,124228.0,0.01
326,Africa,2021-11-02,199003487.0,14.49,142786.0,0.01
327,Africa,2021-11-03,199493974.0,14.53,153756.0,0.01
328,Africa,2021-11-04,202182925.0,14.72,163744.0,0.01
329,Africa,2021-11-05,202447171.0,14.74,173532.0,0.01
330,Africa,2021-11-06,204538746.0,14.89,179218.0,0.01
331,Africa,2021-11-07,205338483.0,14.950000000000001,189449.0,0.01
332,Africa,2021-11-08,205823584.0,14.99,202552.0,0.01
333,Africa,2021-11-09,206262838.0,15.01,213310.0,0.02
334,Africa,2021-11-10,211939977.0,15.43,223337.0,0.02
335,Africa,2021-11-11,213172234.0,15.52,233093.0,0.02
336,Africa,2021-11-12,213569107.0,15.55,243348.0,0.02
337,Africa,2021-11-13,215253573.0,15.67,256524.0,0.02
338,Africa,2021-11-14,216220819.0,15.74,263155.0,0.02
339,Africa,2021-11-15,217393332.0,15.83,272326.0,0.02
340,Africa,2021-11-16,217645288.0,15.85,280269.0,0.02
341,Africa,2021-11-17,218390795.0,15.9,290842.0,0.02
342,Africa,2021-11-18,221381596.0,16.12,295394.0,0.02
343,Africa,2021-11-19,221656954.0,16.14,301875.0,0.02
344,Africa,2021-11-20,224118347.0,16.32,305078.0,0.02
345,Africa,2021-11-21,225938262.0,16.45,318245.0,0.02
346,Africa,2021-11-22,227336144.0,16.56,337494.0,0.02
347,Africa,2021-11-23,228348450.0,16.619999999999997,350256.0,0.03
348,Africa,2021-11-24,231019610.0,16.82,356468.0,0.03
349,Africa,2021-11-25,232045512.0,16.89,375609.0,0.03
350,Africa,2021-11-26,233271017.0,16.98,389958.0,0.03
351,Africa,2021-11-27,233835389.0,17.02,405021.0,0.03
352,Africa,2021-11-28,237509709.0,17.29,413523.0,0.03
353,Africa,2021-11-29,239501620.0,17.439999999999998,436553.0,0.03
354,Africa,2021-11-30,240753966.0,17.529999999999998,450385.0,0.03
355,Africa,2021-12-01,241240471.0,17.57,457450.0,0.03
356,Africa,2021-12-02,243674604.0,17.75,463718.0,0.03
357,Africa,2021-12-03,245373148.0,17.869999999999997,470619.0,0.03
358,Africa,2021-12-04,248392959.0,18.09,479959.0,0.03
359,Africa,2021-12-05,249399952.0,18.150000000000002,494730.0,0.04
360,Africa,2021-12-06,251441687.0,18.3,512730.0,0.04
361,Africa,2021-12-07,251902855.0,18.34,535575.0,0.04
362,Africa,2021-12-08,254218166.0,18.51,558641.0,0.04
363,Africa,2021-12-09,258978643.0,18.86,574335.0,0.04
364,Africa,2021-12-10,259721112.0,18.91,593495.0,0.04
365,Africa,2021-12-11,262218905.0,19.1,608185.0,0.04
366,Africa,2021-12-12,263759111.0,19.21,617549.0,0.04
367,Africa,2021-12-13,264697205.0,19.27,633454.0,0.05
368,Africa,2021-12-14,267067015.0,19.439999999999998,644723.0,0.05
369,Africa,2021-12-15,269556489.0,19.62,663869.0,0.05
370,Africa,2021-12-16,270198585.0,19.669999999999998,674557.0,0.05
371,Africa,2021-12-17,270632447.0,19.7,689618.0,0.05
372,Africa,2021-12-18,272689130.0,19.86,712728.0,0.05
373,Africa,2021-12-19,273340304.0,19.9,726927.0,0.05
374,Africa,2021-12-20,278702681.0,20.3,747911.0,0.05
375,Africa,2021-12-21,279281690.0,20.34,747911.0,0.05
376,Africa,2021-12-22,280937100.0,20.46,747911.0,0.05
377,Africa,2021-12-23,285427871.0,20.78,777325.0,0.06
378,Africa,2021-12-24,287889348.0,20.96,793885.0,0.06
379,Africa,2021-12-25,288112009.0,20.970000000000002,793885.0,0.06
380,Africa,2021-12-26,289605910.0,21.09,830873.0,0.06
381,Africa,2021-12-27,290800387.0,21.17,839067.0,0.06
382,Africa,2021-12-28,297673278.0,21.67,847970.0,0.06
383,Africa,2021-12-29,298090504.0,21.71,860635.0,0.06
384,Africa,2021-12-30,299295450.0,21.790000000000003,877422.0,0.06
385,Africa,2021-12-31,302712847.0,22.040000000000003,886897.0,0.06
386,Africa,2022-01-01,303329977.0,22.08,903936.0,0.07
387,Africa,2022-01-02,304162662.0,22.14,910550.0,0.07
388,Africa,2022-01-03,304603725.0,22.169999999999998,915265.0,0.07
389,Africa,2022-01-04,309990204.0,22.57,942699.0,0.07
390,Africa,2022-01-05,310506984.0,22.61,956106.0,0.07
391,Africa,2022-01-06,314483681.0,22.9,973718.0,0.07
392,Africa,2022-01-07,315128299.0,22.95,989563.0,0.07
393,Africa,2022-01-08,316904917.0,23.08,995984.0,0.07
394,Africa,2022-01-09,318858466.0,23.22,1002985.0,0.07
395,Africa,2022-01-10,322166410.0,23.46,1015744.0,0.07
396,Africa,2022-01-11,322481067.0,23.48,1027998.0,0.07
397,Africa,2022-01-12,323391988.0,23.540000000000003,1040040.0,0.08
398,Africa,2022-01-13,324926489.0,23.650000000000002,1044093.0,0.08
399,Africa,2022-01-14,326146339.0,23.740000000000002,1047989.0,0.08
400,Africa,2022-01-15,328750386.0,23.930000000000003,1052208.0,0.08
401,Africa,2022-01-16,329823738.0,24.01,1062176.0,0.08
402,Africa,2022-01-17,331840612.0,24.16,1473415.0,0.11
403,Africa,2022-01-18,333635894.0,24.29,1519852.0,0.11
404,Africa,2022-01-19,335784705.0,24.45,1546055.0,0.11
405,Africa,2022-01-20,336140652.0,24.48,1572957.0,0.11
406,Africa,2022-01-21,341362808.0,24.86,2374098.0,0.17
407,Africa,2022-01-22,342602567.0,24.95,2386671.0,0.17
408,Africa,2022-01-23,344592995.0,25.09,2392299.0,0.17
409,Africa,2022-01-24,345905137.0,25.18,2479630.0,0.18
410,Africa,2022-01-25,346208350.0,25.21,2485559.0,0.18
411,Africa,2022-01-26,347087483.0,25.27,2530509.0,0.18
412,Africa,2022-01-27,347985209.0,25.33,2555755.0,0.19
413,Africa,2022-01-28,349508111.0,25.439999999999998,2580562.0,0.19
414,Africa,2022-01-29,350752210.0,25.54,2588721.0,0.19
415,Africa,2022-01-30,352496451.0,25.66,2602013.0,0.19
416,Africa,2022-01-31,353124731.0,25.709999999999997,2628697.0,0.19
417,Africa,2022-02-01,353324703.0,25.73,2635436.0,0.19
418,Albania,2021-01-10,0.0,0.0,0.0,0.0
419,Albania,2021-01-12,128.0,0.0,0.0,0.0
420,Albania,2021-01-13,188.0,0.01,0.0,0.0
421,Albania,2021-01-14,266.0,0.01,0.0,0.0
422,Albania,2021-01-15,308.0,0.01,0.0,0.0
423,Albania,2021-01-16,369.0,0.01,0.0,0.0
424,Albania,2021-01-17,405.0,0.01,0.0,0.0
425,Albania,2021-01-18,447.0,0.02,0.0,0.0
426,Albania,2021-01-19,483.0,0.02,0.0,0.0
427,Albania,2021-01-20,519.0,0.02,0.0,0.0
428,Albania,2021-01-21,549.0,0.02,0.0,0.0
429,Albania,2021-02-02,550.0,0.02,0.0,0.0
430,Albania,2021-02-09,1127.0,0.04,0.0,0.0
431,Albania,2021-02-17,1701.0,0.06,0.0,0.0
432,Albania,2021-02-18,3049.0,0.11,0.0,0.0
433,Albania,2021-02-19,4177.0,0.15,0.0,0.0
434,Albania,2021-02-22,6728.0,0.23,0.0,0.0
435,Albania,2021-02-25,10135.0,0.35,0.0,0.0
436,Albania,2021-03-01,14295.0,0.5,0.0,0.0
437,Albania,2021-03-03,15793.0,0.55,0.0,0.0
438,Albania,2021-03-10,21613.0,0.75,0.0,0.0
439,Albania,2021-03-12,23635.0,0.82,0.0,0.0
440,Albania,2021-03-17,33369.0,1.16,0.0,0.0
441,Albania,2021-03-22,48229.0,1.68,0.0,0.0
