,location,date,total_vaccinations_no_boosters,total_vaccinations_no_boosters_per_hundred,total_boosters,total_boosters_per_hundred
40658,Vietnam,2021-06-03,1156056.0,1.18,0.0,0.0
40659,Vietnam,2021-06-04,1217607.0,1.24,0.0,0.0
40660,Vietnam,2021-06-05,1243304.0,1.27,0.0,0.0
40661,Vietnam,2021-06-06,1248559.0,1.27,0.0,0.0
40662,Vietnam,2021-06-07,1340098.0,1.37,0.0,0.0
40663,Vietnam,2021-06-08,1354856.0,1.38,0.0,0.0
40664,Vietnam,2021-06-09,1389887.0,1.42,0.0,0.0
40665,Vietnam,2021-06-10,1411548.0,1.44,0.0,0.0
40666,Vietnam,2021-06-11,1445723.0,1.47,0.0,0.0
40667,Vietnam,2021-06-12,1454221.0,1.48,0.0,0.0
40668,Vietnam,2021-06-13,1498323.0,1.53,0.0,0.0
40669,Vietnam,2021-06-14,1552651.0,1.58,0.0,0.0
40670,Vietnam,2021-06-15,1648072.0,1.68,0.0,0.0
40671,Vietnam,2021-06-16,1773297.0,1.81,0.0,0.0
40672,Vietnam,2021-06-17,1991059.0,2.03,0.0,0.0
40673,Vietnam,2021-06-18,2233208.0,2.27,0.0,0.0
40674,Vietnam,2021-06-19,2359376.0,2.4,0.0,0.0
40675,Vietnam,2021-06-20,2422643.0,2.47,0.0,0.0
40676,Vietnam,2021-06-22,2569156.0,2.62,0.0,0.0
40677,Vietnam,2021-06-23,2626337.0,2.68,0.0,0.0
40678,Vietnam,2021-06-24,2920248.0,2.97,0.0,0.0
40679,Vietnam,2021-06-25,3087580.0,3.15,0.0,0.0
40680,Vietnam,2021-06-26,3299232.0,3.36,0.0,0.0
40681,Vietnam,2021-06-27,3386607.0,3.45,0.0,0.0
40682,Vietnam,2021-06-28,3497104.0,3.56,0.0,0.0
40683,Vietnam,2021-06-29,3593970.0,3.66,0.0,0.0
40684,Vietnam,2021-06-30,3776980.0,3.85,0.0,0.0
40685,Vietnam,2021-07-01,3813767.0,3.88,0.0,0.0
40686,Vietnam,2021-07-02,3842646.0,3.91,0.0,0.0
40687,Vietnam,2021-07-03,3867407.0,3.94,0.0,0.0
40688,Vietnam,2021-07-04,3890855.0,3.96,0.0,0.0
40689,Vietnam,2021-07-05,3903105.0,3.98,0.0,0.0
40690,Vietnam,2021-07-06,3928001.0,4.0,0.0,0.0
40691,Vietnam,2021-07-07,3960956.0,4.03,0.0,0.0
40692,Vietnam,2021-07-08,3983800.0,4.06,0.0,0.0
40693,Vietnam,2021-07-09,4010786.0,4.09,0.0,0.0
40694,Vietnam,2021-07-10,4040783.0,4.12,0.0,0.0
40695,Vietnam,2021-07-11,4051585.0,4.13,0.0,0.0
40696,Vietnam,2021-07-12,4063872.0,4.14,0.0,0.0
40697,Vietnam,2021-07-13,4079066.0,4.16,0.0,0.0
40698,Vietnam,2021-07-14,4146767.0,4.22,0.0,0.0
40699,Vietnam,2021-07-15,4185623.0,4.26,0.0,0.0
40700,Vietnam,2021-07-16,4233896.0,4.31,0.0,0.0
40701,Vietnam,2021-07-17,4261252.0,4.34,0.0,0.0
40702,Vietnam,2021-07-18,4283906.0,4.36,0.0,0.0
40703,Vietnam,2021-07-19,4305501.0,4.39,0.0,0.0
40704,Vietnam,2021-07-20,4336833.0,4.42,0.0,0.0
40705,Vietnam,2021-07-21,4367939.0,4.45,0.0,0.0
40706,Vietnam,2021-07-22,4411659.0,4.49,0.0,0.0
40707,Vietnam,2021-07-23,4478757.0,4.56,0.0,0.0
40708,Vietnam,2021-07-24,4535741.0,4.62,0.0,0.0
40709,Vietnam,2021-07-25,4613491.0,4.7,0.0,0.0
40710,Vietnam,2021-07-26,4746642.0,4.84,0.0,0.0
40711,Vietnam,2021-07-27,5013175.0,5.11,0.0,0.0
40712,Vietnam,2021-07-28,5321839.0,5.42,0.0,0.0
40713,Vietnam,2021-07-29,5529898.0,5.63,0.0,0.0
40714,Vietnam,2021-07-30,5931376.0,6.04,0.0,0.0
40715,Vietnam,2021-07-31,6203866.0,6.32,0.0,0.0
40716,Vietnam,2021-08-01,6415219.0,6.53,0.0,0.0
40717,Vietnam,2021-08-02,6959197.0,7.09,0.0,0.0
40718,Vietnam,2021-08-03,7291808.0,7.43,0.0,0.0
40719,Vietnam,2021-08-04,7553318.0,7.69,0.0,0.0
40720,Vietnam,2021-08-05,8061116.0,8.21,0.0,0.0
40721,Vietnam,2021-08-06,8528267.0,8.69,0.0,0.0
40722,Vietnam,2021-08-07,8896615.0,9.06,0.0,0.0
40723,Vietnam,2021-08-08,9405819.0,9.58,0.0,0.0
40724,Vietnam,2021-08-09,9987587.0,10.17,0.0,0.0
40725,Vietnam,2021-08-10,11341864.0,11.55,0.0,0.0
40726,Vietnam,2021-08-11,12098821.0,12.32,0.0,0.0
40727,Vietnam,2021-08-12,13256472.0,13.5,0.0,0.0
40728,Vietnam,2021-08-13,13772920.0,14.03,0.0,0.0
40729,Vietnam,2021-08-14,14434017.0,14.7,0.0,0.0
40730,Vietnam,2021-08-15,14666708.0,14.94,0.0,0.0
40731,Vietnam,2021-08-16,15271562.0,15.56,0.0,0.0
40732,Vietnam,2021-08-17,15518869.0,15.81,0.0,0.0
40733,Vietnam,2021-08-18,15922537.0,16.22,0.0,0.0
40734,Vietnam,2021-08-19,16306199.0,16.61,0.0,0.0
40735,Vietnam,2021-08-20,16494665.0,16.8,0.0,0.0
40736,Vietnam,2021-08-21,17065896.0,17.38,0.0,0.0
40737,Vietnam,2021-08-22,17364569.0,17.69,0.0,0.0
40738,Vietnam,2021-08-23,17647353.0,17.98,0.0,0.0
40739,Vietnam,2021-08-24,18095473.0,18.43,0.0,0.0
40740,Vietnam,2021-08-25,18522203.0,18.87,0.0,0.0
40741,Vietnam,2021-08-26,18843004.0,19.19,0.0,0.0
40742,Vietnam,2021-08-27,19151122.0,19.51,0.0,0.0
40743,Vietnam,2021-08-28,19431093.0,19.79,0.0,0.0
40744,Vietnam,2021-08-29,19710560.0,20.08,0.0,0.0
40745,Vietnam,2021-08-30,19966724.0,20.34,0.0,0.0
40746,Vietnam,2021-08-31,20210381.0,20.59,0.0,0.0
40747,Vietnam,2021-09-01,20542325.0,20.93,0.0,0.0
40748,Vietnam,2021-09-02,20831478.0,21.22,0.0,0.0
40749,Vietnam,2021-09-03,21046279.0,21.44,0.0,0.0
40750,Vietnam,2021-09-04,21445181.0,21.85,0.0,0.0
40751,Vietnam,2021-09-05,22012123.0,22.42,0.0,0.0
40752,Vietnam,2021-09-06,22675644.0,23.1,0.0,0.0
40753,Vietnam,2021-09-07,23577917.0,24.02,0.0,0.0
40754,Vietnam,2021-09-08,24781185.0,25.24,0.0,0.0
40755,Vietnam,2021-09-09,25926688.0,26.41,0.0,0.0
40756,Vietnam,2021-09-10,27108588.0,27.61,0.0,0.0
40757,Vietnam,2021-09-11,28213392.0,28.74,0.0,0.0
40758,Vietnam,2021-09-12,29280307.0,29.83,0.0,0.0
40759,Vietnam,2021-09-13,30348920.0,30.92,0.0,0.0
40760,Vietnam,2021-09-14,31254856.0,31.84,0.0,0.0
40761,Vietnam,2021-09-15,32296517.0,32.9,0.0,0.0
40762,Vietnam,2021-09-16,33006632.0,33.62,0.0,0.0
40763,Vietnam,2021-09-17,33555359.0,34.18,0.0,0.0
40764,Vietnam,2021-09-18,34095243.0,34.73,0.0,0.0
40765,Vietnam,2021-09-19,34553590.0,35.2,0.0,0.0
40766,Vietnam,2021-09-20,35071714.0,35.73,0.0,0.0
40767,Vietnam,2021-09-21,35675840.0,36.34,0.0,0.0
40768,Vietnam,2021-09-22,36152556.0,36.83,0.0,0.0
40769,Vietnam,2021-09-23,36793910.0,37.48,0.0,0.0
40770,Vietnam,2021-09-24,37583248.0,38.28,0.0,0.0
40771,Vietnam,2021-09-25,38367246.0,39.08,0.0,0.0
40772,Vietnam,2021-09-26,39232772.0,39.96,0.0,0.0
40773,Vietnam,2021-09-27,40095031.0,40.84,0.0,0.0
40774,Vietnam,2021-09-28,41153041.0,41.92,0.0,0.0
40775,Vietnam,2021-09-29,42165168.0,42.95,0.0,0.0
40776,Vietnam,2021-09-30,42888157.0,43.69,0.0,0.0
40777,Vietnam,2021-10-01,43658818.0,44.47,0.0,0.0
40778,Vietnam,2021-10-02,44637911.0,45.47,0.0,0.0
40779,Vietnam,2021-10-03,45496123.0,46.34,0.0,0.0
40780,Vietnam,2021-10-04,46969510.0,47.85,0.0,0.0
40781,Vietnam,2021-10-05,48155037.0,49.05,0.0,0.0
40782,Vietnam,2021-10-06,49254925.0,50.17,0.0,0.0
40783,Vietnam,2021-10-08,51968108.0,52.94,0.0,0.0
40784,Vietnam,2021-10-10,54279564.0,55.29,0.0,0.0
40785,Vietnam,2021-10-11,55229124.0,56.26,0.0,0.0
40786,Vietnam,2021-10-12,56330750.0,57.38,0.0,0.0
40787,Vietnam,2021-10-13,57457092.0,58.53,0.0,0.0
40788,Vietnam,2021-10-14,59003239.0,60.1,0.0,0.0
40789,Vietnam,2021-10-16,61919937.0,63.07,0.0,0.0
40790,Vietnam,2021-10-17,63434180.0,64.62,0.0,0.0
40791,Vietnam,2021-10-18,64992488.0,66.2,0.0,0.0
40792,Vietnam,2021-10-19,67083557.0,68.33,0.0,0.0
40793,Vietnam,2021-10-20,68809880.0,70.09,0.0,0.0
40794,Vietnam,2021-10-22,71889209.0,73.23,0.0,0.0
40795,Vietnam,2021-10-23,72929311.0,74.29,0.0,0.0
40796,Vietnam,2021-10-25,74950393.0,76.35,0.0,0.0
40797,Vietnam,2021-10-26,75970872.0,77.39,0.0,0.0
40798,Vietnam,2021-10-27,77145612.0,78.58,0.0,0.0
40799,Vietnam,2021-10-28,78940403.0,80.41,0.0,0.0
40800,Vietnam,2021-10-29,80528570.0,82.03,0.0,0.0
40801,Vietnam,2021-10-30,81375376.0,82.89,0.0,0.0
40802,Vietnam,2021-10-31,81929875.0,83.46,0.0,0.0
40803,Vietnam,2021-11-01,83131464.0,84.68,0.0,0.0
40804,Vietnam,2021-11-02,84090899.0,85.66,0.0,0.0
40805,Vietnam,2021-11-03,84884074.0,86.47,0.0,0.0
40806,Vietnam,2021-11-04,86319808.0,87.93,0.0,0.0
40807,Vietnam,2021-11-06,89620701.0,91.29,0.0,0.0
40808,Vietnam,2021-11-08,92211330.0,93.93,0.0,0.0
40809,Vietnam,2021-11-09,93962665.0,95.72,0.0,0.0
40810,Vietnam,2021-11-11,96557452.0,98.36,0.0,0.0
40811,Vietnam,2021-11-12,97831758.0,99.66,0.0,0.0
40812,Vietnam,2021-11-13,98930571.0,100.78,0.0,0.0
40813,Vietnam,2021-11-14,99751224.0,101.61,0.0,0.0
40814,Vietnam,2021-11-15,100862898.0,102.74,0.0,0.0
40815,Vietnam,2021-11-16,102030576.0,103.93,0.0,0.0
40816,Vietnam,2021-11-17,103573065.0,105.51,0.0,0.0
40817,Vietnam,2021-11-19,106543301.0,108.53,0.0,0.0
40818,Vietnam,2021-11-20,107861131.0,109.87,0.0,0.0
40819,Vietnam,2021-11-21,108915813.0,110.95,0.0,0.0
40820,Vietnam,2021-11-22,110917609.0,112.99,0.0,0.0
40821,Vietnam,2021-11-23,112944634.0,115.05,0.0,0.0
40822,Vietnam,2021-11-24,114591610.0,116.73,0.0,0.0
40823,Vietnam,2021-11-25,116328185.0,118.5,0.0,0.0
40824,Vietnam,2021-11-26,117691092.0,119.89,0.0,0.0
40825,Vietnam,2021-11-27,118768386.0,120.98,0.0,0.0
40826,Vietnam,2021-11-28,120644108.0,122.89,0.0,0.0
40827,Vietnam,2021-11-29,122083464.0,124.36,0.0,0.0
40828,Vietnam,2021-12-01,125164684.0,127.5,0.0,0.0
40829,Vietnam,2021-12-02,125955995.0,128.31,0.0,0.0
40830,Vietnam,2021-12-03,126846771.0,129.21,0.0,0.0
40831,Vietnam,2021-12-05,127828796.0,130.21,0.0,0.0
40832,Vietnam,2021-12-06,128675533.0,131.08,0.0,0.0
40833,Vietnam,2021-12-07,129408202.0,131.82,0.0,0.0
40834,Vietnam,2021-12-08,129965296.0,132.39,0.0,0.0
40835,Vietnam,2021-12-09,131033342.0,133.48,0.0,0.0
40836,Vietnam,2021-12-10,131816392.0,134.28,0.0,0.0
40837,Vietnam,2021-12-11,132266442.0,134.73,0.0,0.0
40838,Vietnam,2021-12-12,132873501.0,135.35,0.0,0.0
40839,Vietnam,2021-12-14,135202794.0,137.72,0.0,0.0
40840,Vietnam,2021-12-15,135736968.0,138.27,0.0,0.0
40841,Vietnam,2021-12-17,137574609.0,140.14,0.0,0.0
40842,Vietnam,2021-12-18,138772562.0,141.36,0.0,0.0
40843,Vietnam,2021-12-23,143520464.0,146.2,0.0,0.0
40844,Vietnam,2021-12-24,144513779.0,147.21,0.0,0.0
40845,Vietnam,2021-12-25,145595435.0,148.31,0.0,0.0
40846,Vietnam,2021-12-26,146335052.0,149.06,0.0,0.0
40847,Vietnam,2021-12-28,148198862.0,150.96,0.0,0.0
40848,Vietnam,2021-12-30,150935915.0,153.75,0.0,0.0
40849,Vietnam,2022-01-02,153596950.0,156.46,0.0,0.0
40850,Vietnam,2022-01-03,154344391.0,157.22,0.0,0.0
40851,Vietnam,2022-01-05,156902083.0,159.83,0.0,0.0
40852,Vietnam,2022-01-06,157740557.0,160.68,0.0,0.0
40853,Vietnam,2022-01-08,160033187.0,163.02,0.0,0.0
40854,Vietnam,2022-01-09,161277807.0,164.29,0.0,0.0
40855,Vietnam,2022-01-10,162375421.0,165.4,0.0,0.0
40856,Vietnam,2022-01-11,163533682.0,166.58,0.0,0.0
40857,Vietnam,2022-01-13,165524173.0,168.61,0.0,0.0
40858,Vietnam,2022-01-23,176429307.0,179.72,0.0,0.0
40859,Vietnam,2022-01-24,177388045.0,180.7,0.0,0.0
40860,Vietnam,2022-01-26,179593670.0,182.94,0.0,0.0
40861,Vietnam,2022-01-28,180876701.0,184.25,0.0,0.0
40862,Vietnam,2022-01-29,181118415.0,184.5,0.0,0.0
40863,Vietnam,2022-01-30,181280001.0,184.66,0.0,0.0
40864,Wallis and Futuna,2021-03-23,1286.0,11.59,0.0,0.0
40865,Wallis and Futuna,2021-03-30,3190.0,28.75,0.0,0.0
40866,Wallis and Futuna,2021-04-07,3892.0,35.08,0.0,0.0
40867,Wallis and Futuna,2021-04-13,3973.0,35.81,0.0,0.0
40868,Wallis and Futuna,2021-04-20,4062.0,36.61,0.0,0.0
40869,Wallis and Futuna,2021-04-27,5638.0,50.82,0.0,0.0
40870,Wallis and Futuna,2021-05-04,5704.0,51.42,0.0,0.0
40871,Wallis and Futuna,2021-05-11,5774.0,52.05,0.0,0.0
40872,Wallis and Futuna,2021-05-18,8175.0,73.69,0.0,0.0
40873,Wallis and Futuna,2021-05-25,8283.0,74.66,0.0,0.0
40874,Wallis and Futuna,2021-06-01,8365.0,75.4,0.0,0.0
40875,Wallis and Futuna,2021-06-08,8564.0,77.19,0.0,0.0
40876,Wallis and Futuna,2021-06-15,8657.0,78.03,0.0,0.0
40877,Wallis and Futuna,2021-06-21,8834.0,79.63,0.0,0.0
40878,Wallis and Futuna,2021-06-29,8933.0,80.52,0.0,0.0
40879,Wallis and Futuna,2021-07-06,8962.0,80.78,0.0,0.0
40880,Wallis and Futuna,2021-07-13,9112.0,82.13,0.0,0.0
40881,Wallis and Futuna,2021-07-20,9158.0,82.55,0.0,0.0
40882,Wallis and Futuna,2021-08-02,9372.0,84.48,0.0,0.0
40883,Wallis and Futuna,2021-08-09,9439.0,85.08,0.0,0.0
40884,Wallis and Futuna,2021-08-16,9534.0,85.94,0.0,0.0
40885,Wallis and Futuna,2021-08-23,9676.0,87.22,0.0,0.0
40886,Wallis and Futuna,2021-08-31,9801.0,88.35,0.0,0.0
40887,Wallis and Futuna,2021-09-14,9902.0,89.26,0.0,0.0
40888,Wallis and Futuna,2021-09-21,10231.0,92.22,0.0,0.0
40889,Wallis and Futuna,2021-09-28,10438.0,94.09,0.0,0.0
40890,Wallis and Futuna,2021-10-05,10843.0,97.74,0.0,0.0
40891,Wallis and Futuna,2021-10-12,11009.0,99.23,0.0,0.0
40892,Wallis and Futuna,2021-10-18,11102.0,100.07,0.0,0.0
40893,Wallis and Futuna,2021-10-25,11361.0,102.41,0.0,0.0
40894,Wallis and Futuna,2021-11-01,11577.0,104.35,0.0,0.0
40895,Wallis and Futuna,2021-11-08,11774.0,106.13,0.0,0.0
40896,Wallis and Futuna,2021-11-15,11858.0,106.89,0.0,0.0
40897,Wallis and Futuna,2021-11-22,11903.0,107.29,0.0,0.0
40898,Wallis and Futuna,2021-11-30,11939.0,107.62,0.0,0.0
40899,Wallis and Futuna,2022-01-11,12247.0,110.39,0.0,0.0
40900,Wallis and Futuna,2022-01-18,12287.0,110.75,0.0,0.0
40901,World,2020-12-01,1.0,0.0,0.0,0.0
40902,World,2020-12-02,1.0,0.0,0.0,0.0
40903,World,2020-12-03,1.0,0.0,0.0,0.0
40904,World,2020-12-04,2.0,0.0,0.0,0.0
40905,World,2020-12-05,2.0,0.0,0.0,0.0
40906,World,2020-12-06,2.0,0.0,0.0,0.0
40907,World,2020-12-07,3.0,0.0,0.0,0.0
40908,World,2020-12-08,9.0,0.0,0.0,0.0
40909,World,2020-12-09,11.0,0.0,0.0,0.0
40910,World,2020-12-10,12.0,0.0,0.0,0.0
40911,World,2020-12-11,16.0,0.0,0.0,0.0
40912,World,2020-12-12,16.0,0.0,0.0,0.0
40913,World,2020-12-13,25883.0,0.0,0.0,0.0
40914,World,2020-12-14,30362.0,0.0,0.0,0.0
40915,World,2020-12-15,1608811.0,0.02,0.0,0.0
40916,World,2020-12-16,1770120.0,0.02,0.0,0.0
40917,World,2020-12-17,2045712.0,0.03,0.0,0.0
40918,World,2020-12-18,2463919.0,0.03,0.0,0.0
40919,World,2020-12-19,2646561.0,0.03,0.0,0.0
40920,World,2020-12-20,2759567.0,0.04,0.0,0.0
40921,World,2020-12-21,3172699.0,0.04,0.0,0.0
40922,World,2020-12-22,3693269.0,0.05,0.0,0.0
40923,World,2020-12-23,4377027.0,0.06,0.0,0.0
40924,World,2020-12-24,4670873.0,0.06,0.0,0.0
40925,World,2020-12-25,4730268.0,0.06,0.0,0.0
40926,World,2020-12-26,4909097.0,0.06,0.0,0.0
40927,World,2020-12-27,5174919.0,0.07,0.0,0.0
40928,World,2020-12-28,5955422.0,0.08,0.0,0.0
40929,World,2020-12-29,6950372.0,0.09,1.0,0.0
40930,World,2020-12-30,8118399.0,0.1,1.0,0.0
40931,World,2020-12-31,11847884.0,0.15,1.0,0.0
40932,World,2021-01-01,12064366.0,0.15,3.0,0.0
40933,World,2021-01-02,13256576.0,0.17,3.0,0.0
40934,World,2021-01-03,13658288.0,0.17,7.0,0.0
40935,World,2021-01-04,14793285.0,0.19,9.0,0.0
40936,World,2021-01-05,16921259.0,0.21,11.0,0.0
40937,World,2021-01-06,18483617.0,0.23,15.0,0.0
40938,World,2021-01-07,20264842.0,0.26,16.0,0.0
40939,World,2021-01-08,22144302.0,0.28,22.0,0.0
40940,World,2021-01-09,27604806.0,0.35,23.0,0.0
40941,World,2021-01-10,30844173.0,0.39,26.0,0.0
40942,World,2021-01-11,32701574.0,0.42,27.0,0.0
40943,World,2021-01-12,34866307.0,0.44,55.0,0.0
40944,World,2021-01-13,38676374.0,0.49,57.0,0.0
40945,World,2021-01-14,41600719.0,0.53,64.0,0.0
40946,World,2021-01-15,44453725.0,0.56,65.0,0.0
40947,World,2021-01-16,46316374.0,0.59,66.0,0.0
40948,World,2021-01-17,47531272.0,0.6,69.0,0.0
40949,World,2021-01-18,49961777.0,0.63,72.0,0.0
40950,World,2021-01-19,52977246.0,0.67,74.0,0.0
40951,World,2021-01-20,61347794.0,0.78,77.0,0.0
40952,World,2021-01-21,64922115.0,0.82,81.0,0.0
40953,World,2021-01-22,68781221.0,0.87,82.0,0.0
40954,World,2021-01-23,71288389.0,0.91,83.0,0.0
40955,World,2021-01-24,72825598.0,0.92,83.0,0.0
40956,World,2021-01-25,76058306.0,0.97,85.0,0.0
40957,World,2021-01-26,79587525.0,1.01,88.0,0.0
40958,World,2021-01-27,91420406.0,1.16,88.0,0.0
40959,World,2021-01-28,96030099.0,1.22,89.0,0.0
40960,World,2021-01-29,100591540.0,1.28,89.0,0.0
40961,World,2021-01-30,103673349.0,1.32,89.0,0.0
40962,World,2021-01-31,106776928.0,1.36,89.0,0.0
40963,World,2021-02-01,110187408.0,1.4,91.0,0.0
40964,World,2021-02-02,113959806.0,1.45,96.0,0.0
40965,World,2021-02-03,125924394.0,1.6,96.0,0.0
40966,World,2021-02-04,131315568.0,1.67,96.0,0.0
40967,World,2021-02-05,136629488.0,1.73,99.0,0.0
40968,World,2021-02-06,140104381.0,1.78,101.0,0.0
40969,World,2021-02-07,141799240.0,1.8,101.0,0.0
40970,World,2021-02-08,145603257.0,1.85,101.0,0.0
40971,World,2021-02-09,159621734.0,2.03,104.0,0.0
40972,World,2021-02-10,165121375.0,2.1,104.0,0.0
40973,World,2021-02-11,170763702.0,2.17,107.0,0.0
40974,World,2021-02-12,177065271.0,2.25,112.0,0.0
40975,World,2021-02-13,181231572.0,2.3,113.0,0.0
40976,World,2021-02-14,183394626.0,2.33,113.0,0.0
40977,World,2021-02-15,187932090.0,2.39,113.0,0.0
40978,World,2021-02-16,192932065.0,2.45,124.0,0.0
40979,World,2021-02-17,198754983.0,2.52,125.0,0.0
40980,World,2021-02-18,205236436.0,2.61,126.0,0.0
40981,World,2021-02-19,210794705.0,2.68,129.0,0.0
40982,World,2021-02-20,215059624.0,2.73,133.0,0.0
40983,World,2021-02-21,217260569.0,2.76,140.0,0.0
40984,World,2021-02-22,221516255.0,2.81,144.0,0.0
40985,World,2021-02-23,227096124.0,2.88,147.0,0.0
40986,World,2021-02-24,233640180.0,2.97,150.0,0.0
40987,World,2021-02-25,240927384.0,3.06,154.0,0.0
40988,World,2021-02-26,248132245.0,3.15,158.0,0.0
40989,World,2021-02-27,253524822.0,3.22,160.0,0.0
40990,World,2021-02-28,268275573.0,3.41,176.0,0.0
40991,World,2021-03-01,273811969.0,3.48,181.0,0.0
40992,World,2021-03-02,285103971.0,3.62,186.0,0.0
40993,World,2021-03-03,293307679.0,3.72,187.0,0.0
40994,World,2021-03-04,302830703.0,3.85,193.0,0.0
40995,World,2021-03-05,311767358.0,3.96,199.0,0.0
40996,World,2021-03-06,318854804.0,4.05,202.0,0.0
40997,World,2021-03-07,322811056.0,4.1,202.0,0.0
40998,World,2021-03-08,330532407.0,4.2,208.0,0.0
40999,World,2021-03-09,338975116.0,4.3,229.0,0.0
41000,World,2021-03-10,349046386.0,4.43,237.0,0.0
41001,World,2021-03-11,358281080.0,4.55,241.0,0.0
41002,World,2021-03-12,368524599.0,4.68,241.0,0.0
41003,World,2021-03-13,376444191.0,4.78,245.0,0.0
41004,World,2021-03-14,392854689.0,4.99,248.0,0.0
41005,World,2021-03-15,402814464.0,5.12,253.0,0.0
41006,World,2021-03-16,412808639.0,5.24,260.0,0.0
41007,World,2021-03-17,423725248.0,5.38,266.0,0.0
41008,World,2021-03-18,434357935.0,5.52,271.0,0.0
41009,World,2021-03-19,447320058.0,5.68,275.0,0.0
41010,World,2021-03-20,466104186.0,5.92,277.0,0.0
41011,World,2021-03-21,470615584.0,5.98,278.0,0.0
41012,World,2021-03-22,486410685.0,6.18,286.0,0.0
41013,World,2021-03-23,499272660.0,6.34,292.0,0.0
41014,World,2021-03-24,514907607.0,6.54,297.0,0.0
41015,World,2021-03-25,532523683.0,6.76,305.0,0.0
41016,World,2021-03-26,551935837.0,7.01,313.0,0.0
41017,World,2021-03-27,566332845.0,7.19,315.0,0.0
41018,World,2021-03-28,575218573.0,7.3,319.0,0.0
41019,World,2021-03-29,591413118.0,7.51,326.0,0.0
41020,World,2021-03-30,607439541.0,7.71,344.0,0.0
41021,World,2021-03-31,627490761.0,7.97,349.0,0.0
41022,World,2021-04-01,649615188.0,8.25,364.0,0.0
41023,World,2021-04-02,669464743.0,8.5,375.0,0.0
41024,World,2021-04-03,682078098.0,8.66,383.0,0.0
41025,World,2021-04-04,692075764.0,8.79,386.0,0.0
41026,World,2021-04-05,706753530.0,8.97,403.0,0.0
41027,World,2021-04-06,724791509.0,9.2,435.0,0.0
41028,World,2021-04-07,744107115.0,9.45,462.0,0.0
41029,World,2021-04-08,768136696.0,9.75,484.0,0.0
41030,World,2021-04-09,790240635.0,10.03,550.0,0.0
41031,World,2021-04-10,806531769.0,10.24,568.0,0.0
41032,World,2021-04-11,817818940.0,10.39,577.0,0.0
41033,World,2021-04-12,836451056.0,10.62,633.0,0.0
41034,World,2021-04-13,853922461.0,10.84,740.0,0.0
41035,World,2021-04-14,873304780.0,11.09,962.0,0.0
41036,World,2021-04-15,892375114.0,11.33,1299.0,0.0
41037,World,2021-04-16,910267590.0,11.56,1655.0,0.0
41038,World,2021-04-17,923967116.0,11.73,1763.0,0.0
41039,World,2021-04-18,934285365.0,11.86,1812.0,0.0
41040,World,2021-04-19,950101756.0,12.06,2269.0,0.0
41041,World,2021-04-20,964789358.0,12.25,2839.0,0.0
41042,World,2021-04-21,984100448.0,12.5,3675.0,0.0
41043,World,2021-04-22,1006578425.0,12.78,4503.0,0.0
41044,World,2021-04-23,1024797237.0,13.01,5322.0,0.0
41045,World,2021-04-24,1037472778.0,13.17,5570.0,0.0
41046,World,2021-04-25,1054568094.0,13.39,5624.0,0.0
41047,World,2021-04-26,1071769226.0,13.61,6186.0,0.0
41048,World,2021-04-27,1092733524.0,13.88,7141.0,0.0
41049,World,2021-04-28,1118749176.0,14.21,8567.0,0.0
41050,World,2021-04-29,1143593842.0,14.52,9854.0,0.0
41051,World,2021-04-30,1169113750.0,14.85,10979.0,0.0
41052,World,2021-05-01,1183338697.0,15.03,11184.0,0.0
41053,World,2021-05-02,1194396080.0,15.17,11271.0,0.0
41054,World,2021-05-03,1209096272.0,15.35,12117.0,0.0
41055,World,2021-05-04,1228671112.0,15.6,13382.0,0.0
41056,World,2021-05-05,1249348159.0,15.86,14709.0,0.0
41057,World,2021-05-06,1273516839.0,16.17,16355.0,0.0
41058,World,2021-05-07,1300418876.0,16.51,17590.0,0.0
41059,World,2021-05-08,1320535161.0,16.77,17896.0,0.0
41060,World,2021-05-09,1334402539.0,16.95,18146.0,0.0
41061,World,2021-05-10,1356873393.0,17.23,19370.0,0.0
41062,World,2021-05-11,1381793151.0,17.55,20939.0,0.0
41063,World,2021-05-12,1408736671.0,17.89,22493.0,0.0
41064,World,2021-05-13,1435406352.0,18.23,22938.0,0.0
41065,World,2021-05-14,1461177620.0,18.56,24070.0,0.0
41066,World,2021-05-15,1484925438.0,18.86,24523.0,0.0
41067,World,2021-05-16,1507304216.0,19.14,24691.0,0.0
41068,World,2021-05-17,1534372970.0,19.48,26240.0,0.0
41069,World,2021-05-18,1563026778.0,19.85,28223.0,0.0
41070,World,2021-05-19,1591183442.0,20.21,30688.0,0.0
41071,World,2021-05-20,1625223159.0,20.64,33023.0,0.0
41072,World,2021-05-21,1655810679.0,21.03,35029.0,0.0
41073,World,2021-05-22,1683842823.0,21.38,35718.0,0.0
41074,World,2021-05-23,1706308632.0,21.67,35972.0,0.0
41075,World,2021-05-24,1736025955.0,22.05,36596.0,0.0
41076,World,2021-05-25,1769060986.0,22.46,38928.0,0.0
41077,World,2021-05-26,1805170505.0,22.92,41165.0,0.0
41078,World,2021-05-27,1838474691.0,23.35,43375.0,0.0
41079,World,2021-05-28,1872249655.0,23.78,45347.0,0.0
41080,World,2021-05-29,1904532683.0,24.19,45963.0,0.0
41081,World,2021-05-30,1932039317.0,24.53,46146.0,0.0
41082,World,2021-05-31,1969115147.0,25.01,47632.0,0.0
41083,World,2021-06-01,2008032393.0,25.5,49767.0,0.0
