,location,date,Alpha,B.1.1.277,B.1.1.302,B.1.1.519,B.1.160,B.1.177,B.1.221,B.1.258,B.1.367,B.1.620,Beta,Delta,Epsilon,Eta,Gamma,Iota,Kappa,Lambda,Mu,Omicron,S:677H.Robin1,S:677P.Pelican,non_who,others
523,Estonia,2021-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,Estonia,2021-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,Estonia,2021-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,Estonia,2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,Estonia,2021-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,Estonia,2021-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,Estonia,2021-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,Estonia,2021-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.54,0.0,0.0,0.0,0.0
531,Ethiopia,2021-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4
532,Ethiopia,2021-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,Fiji,2021-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,Fiji,2021-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,Finland,2020-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
536,Finland,2020-10-12,0.0,0.35,0.0,0.0,10.25,0.35,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,88.7
537,Finland,2020-12-07,0.0,0.0,0.0,0.0,14.1,3.21,0.64,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,80.77
538,Finland,2020-12-21,2.63,0.88,0.0,0.0,2.63,2.63,0.88,8.77,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.49,80.7
539,Finland,2021-01-04,21.32,0.0,0.0,0.0,13.24,6.62,0.37,25.37,0.0,0.0,1.47,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.84,31.24
540,Finland,2021-01-25,31.63,0.0,0.13,0.0,9.28,12.03,1.05,9.41,0.0,0.0,1.18,0.0,0.13,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.14,34.24
541,Finland,2021-02-08,49.19,0.0,0.0,0.08,3.39,9.6,0.08,8.47,0.0,0.0,2.82,0.0,0.08,0.65,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.18,25.56
542,Finland,2021-02-22,64.78,0.0,0.0,0.0,1.58,10.52,0.38,3.84,0.0,0.0,4.91,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.93,13.61
543,Finland,2021-03-08,63.16,0.0,0.0,0.0,1.45,9.32,0.18,2.78,0.0,0.0,9.68,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,13.37
544,Finland,2021-03-22,64.66,0.0,0.0,0.23,0.47,3.79,0.35,1.52,0.0,0.0,21.22,0.0,0.0,0.06,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,13.94,7.58
545,Finland,2021-04-05,63.22,0.0,0.0,0.3,0.61,2.94,0.2,0.1,0.0,0.0,26.55,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10.03,5.88
546,Finland,2021-04-19,68.8,0.0,0.0,0.0,0.0,1.28,0.0,0.14,0.0,0.0,25.36,0.28,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.28,3.86
547,Finland,2021-05-03,80.26,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.18,12.36,3.87,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,3.14,2.78
548,Finland,2021-05-17,76.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66,12.48,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,3.66,3.66
549,Finland,2021-05-31,71.83,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,1.32,23.63,0.0,0.0,0.57,0.0,0.19,0.0,0.0,0.0,0.0,0.0,2.46,2.27
550,Finland,2021-06-14,60.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,32.99,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,4.77,4.43
551,Finland,2021-06-28,12.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.27,84.88,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,1.77,1.63
552,Finland,2021-07-12,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,95.86,0.0,0.0,0.97,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.74,0.62
553,Finland,2021-07-26,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,98.92,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,Finland,2021-08-09,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.73,0.0,0.06,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18
555,Finland,2021-08-23,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.61,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
556,Finland,2021-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,Finland,2021-09-20,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,Finland,2021-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,Finland,2021-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,Finland,2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,Finland,2021-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,Finland,2021-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0
563,Finland,2021-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.33,0.0,0.0,0.0,0.0
564,Finland,2021-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9,0.0,0.0,0.0,0.0
565,France,2020-05-11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,99.0
566,France,2020-08-03,0.0,0.0,0.0,0.0,14.29,1.43,0.0,0.0,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,78.57
567,France,2020-08-17,0.0,0.42,0.0,0.0,25.1,5.02,0.0,12.13,10.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,46.45
568,France,2020-08-31,0.0,0.0,0.0,0.0,30.68,7.17,3.59,0.4,11.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,46.21
569,France,2020-09-14,0.0,0.0,0.0,0.0,51.22,11.07,3.65,0.73,7.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25.54
570,France,2020-09-28,0.0,0.0,0.0,0.0,59.02,10.66,1.43,0.61,4.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,23.77
571,France,2020-10-12,0.0,0.0,0.0,0.0,45.43,12.41,0.94,1.41,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,37.7
572,France,2020-10-26,0.23,0.0,0.0,0.0,55.06,11.84,0.34,1.84,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.77,28.97
573,France,2020-11-09,0.2,0.0,0.0,0.0,55.2,15.0,0.59,0.78,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8,27.64
574,France,2020-11-23,0.48,0.0,0.0,0.0,58.8,13.25,0.48,0.48,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.52,26.19
575,France,2020-12-07,0.29,0.0,0.0,0.0,59.08,10.95,0.58,1.73,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.71,25.06
576,France,2020-12-21,0.25,0.0,0.0,0.0,53.22,15.59,0.74,0.99,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.75,26.73
577,France,2021-01-04,22.59,0.0,0.0,0.08,34.77,14.88,1.59,6.92,1.27,0.0,1.43,0.08,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.74,16.23
578,France,2021-01-25,26.97,0.0,0.0,0.09,29.04,15.42,1.56,2.3,0.0,0.0,9.11,0.09,0.0,0.23,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.46,15.05
579,France,2021-02-08,50.94,0.0,0.0,0.33,16.42,9.09,0.8,1.05,0.05,0.0,9.74,0.0,0.1,0.1,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.84,11.1
580,France,2021-02-22,46.27,0.0,0.0,0.23,16.32,9.29,0.74,0.74,0.2,0.0,11.6,0.0,0.07,0.3,0.27,0.0,0.03,0.0,0.0,0.0,0.0,0.0,41.46,13.94
581,France,2021-03-08,65.18,0.0,0.0,0.12,9.85,5.33,0.68,0.23,0.12,0.05,8.23,0.0,0.05,0.51,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.45,9.07
582,France,2021-03-22,78.21,0.0,0.0,0.11,4.14,2.27,0.36,0.09,0.0,0.03,7.91,0.0,0.0,1.12,0.81,0.03,0.0,0.0,0.0,0.0,0.0,0.0,11.92,4.92
583,France,2021-04-05,79.74,0.0,0.0,0.02,2.46,1.15,0.25,0.12,0.03,0.13,8.85,0.0,0.0,2.14,0.71,0.03,0.0,0.0,0.0,0.0,0.0,0.0,8.53,4.37
584,France,2021-04-19,76.64,0.0,0.0,0.04,1.14,0.44,0.04,0.02,0.02,0.6,10.54,0.08,0.0,3.13,3.81,0.02,0.04,0.04,0.0,0.0,0.0,0.0,5.7,3.4
585,France,2021-05-03,78.31,0.0,0.0,0.11,0.64,0.23,0.02,0.0,0.0,0.5,11.43,1.07,0.0,3.39,1.96,0.02,0.16,0.0,0.02,0.0,0.0,0.0,3.64,2.14
586,France,2021-05-17,77.64,0.0,0.0,0.0,0.21,0.15,0.0,0.0,0.0,0.61,14.48,1.56,0.0,2.18,1.72,0.0,0.06,0.09,0.0,0.0,0.0,0.0,2.27,1.3
587,France,2021-05-31,74.99,0.0,0.0,0.03,0.22,0.1,0.0,0.0,0.0,0.61,13.49,3.09,0.0,2.11,2.52,0.03,0.06,0.16,0.03,0.0,0.0,0.0,3.52,2.56
588,France,2021-06-14,60.81,0.0,0.0,0.0,0.23,0.14,0.0,0.0,0.0,0.41,18.01,12.14,0.0,0.95,3.16,0.0,0.05,0.27,0.05,0.0,0.0,0.0,4.56,3.78
589,France,2021-06-28,28.15,0.0,0.0,0.0,0.15,0.05,0.05,0.0,0.0,0.36,21.54,39.38,0.0,0.82,6.82,0.0,0.0,0.41,0.1,0.0,0.0,0.0,2.78,2.17
590,France,2021-07-12,16.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,11.87,67.89,0.0,0.21,1.85,0.0,0.0,0.38,0.19,0.0,0.0,0.0,1.12,0.91
591,France,2021-07-26,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2.58,91.05,0.01,0.01,1.0,0.01,0.0,0.15,0.01,0.0,0.0,0.0,0.3,0.25
592,France,2021-08-09,2.24,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,1.33,95.27,0.0,0.01,0.87,0.0,0.0,0.05,0.07,0.0,0.0,0.0,0.16,0.13
593,France,2021-08-23,0.75,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.89,97.95,0.0,0.01,0.29,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.1,0.09
594,France,2021-09-06,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.3,99.16,0.0,0.01,0.11,0.0,0.0,0.01,0.04,0.0,0.0,0.0,0.11,0.1
595,France,2021-09-20,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,99.61,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04
596,France,2021-10-04,0.09,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,99.74,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.11
597,France,2021-10-18,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.06,99.5,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.41,0.38
598,France,2021-11-01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,99.7,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.27
599,France,2021-11-15,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,99.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.38,0.37
600,France,2021-11-29,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.79,0.79
601,France,2021-12-13,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,94.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,0.0,0.0,1.7,1.69
602,France,2021-12-27,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,63.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.37,0.0,0.0,0.79,0.78
603,France,2022-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,25.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.38,0.0,0.0,0.27,0.27
604,France,2022-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.24,0.0,0.0,0.07,0.07
605,Gambia,2020-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
606,Gambia,2021-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,1.57
607,Georgia,2021-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,Georgia,2021-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.07,0.0,0.0,0.0,0.0
609,Georgia,2022-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.12,0.0,0.0,0.0,0.0
610,Germany,2020-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
611,Germany,2020-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
612,Germany,2020-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
613,Germany,2020-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
614,Germany,2020-08-17,0.0,0.69,0.0,0.0,1.39,4.17,0.69,4.86,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,84.73
615,Germany,2020-08-31,0.0,4.6,0.0,0.0,5.17,9.2,7.47,4.02,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,63.79
616,Germany,2020-09-14,0.0,0.87,0.0,0.0,3.48,5.22,6.96,3.48,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,77.38
617,Germany,2020-09-28,0.0,0.93,0.0,0.0,3.7,16.36,3.09,5.25,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,68.51
618,Germany,2020-10-12,0.0,0.57,0.0,0.0,2.01,18.34,6.59,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,69.62
619,Germany,2020-10-26,0.0,0.52,0.0,0.0,6.46,17.05,13.18,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,53.49
620,Germany,2020-11-09,0.0,0.61,0.0,0.0,6.48,16.19,7.89,10.12,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8,58.11
621,Germany,2020-11-23,0.0,0.0,0.0,0.0,5.26,22.58,11.38,8.15,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,51.95
622,Germany,2020-12-07,0.39,0.13,0.0,0.0,6.1,26.59,8.3,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.61,50.19
623,Germany,2020-12-21,0.8,0.2,0.0,0.0,6.91,28.93,15.02,9.91,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,37.93
624,Germany,2021-01-04,3.11,0.08,0.0,0.0,6.89,37.48,10.08,9.33,0.0,0.0,0.84,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.97,32.11
625,Germany,2021-01-25,10.66,0.03,0.0,0.06,11.04,30.55,9.08,12.33,0.28,0.0,0.82,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.49,25.12
626,Germany,2021-02-08,20.35,0.0,0.0,0.08,7.26,31.34,7.23,10.03,0.02,0.0,0.95,0.0,0.0,0.24,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,78.4,22.44
627,Germany,2021-02-22,47.23,0.0,0.0,0.41,3.74,21.6,4.26,5.19,0.01,0.0,1.62,0.0,0.02,0.3,0.23,0.01,0.0,0.03,0.0,0.0,0.0,0.0,50.56,15.35
628,Germany,2021-03-08,56.78,0.01,0.0,0.7,2.6,14.79,3.2,4.41,0.0,0.0,2.31,0.0,0.02,0.47,0.23,0.01,0.01,0.09,0.0,0.0,0.0,0.0,40.08,14.37
629,Germany,2021-03-22,79.05,0.0,0.0,0.26,0.86,5.97,1.39,3.03,0.0,0.01,2.44,0.01,0.0,0.61,0.22,0.0,0.01,0.01,0.0,0.0,0.0,0.0,17.65,6.13
630,Germany,2021-04-05,88.6,0.0,0.0,0.18,0.33,2.59,0.48,1.56,0.0,0.06,1.99,0.02,0.01,0.91,0.17,0.01,0.03,0.04,0.0,0.0,0.0,0.0,8.22,3.02
631,Germany,2021-04-19,93.49,0.0,0.0,0.0,0.06,0.85,0.16,0.25,0.0,0.04,1.99,0.15,0.0,0.69,0.26,0.04,0.08,0.06,0.0,0.0,0.0,0.0,3.24,1.88
632,Germany,2021-05-03,94.88,0.0,0.0,0.0,0.02,0.21,0.04,0.09,0.0,0.04,1.39,0.7,0.0,0.44,0.51,0.05,0.23,0.05,0.01,0.0,0.0,0.0,1.74,1.34
633,Germany,2021-05-17,92.23,0.0,0.0,0.0,0.01,0.15,0.01,0.05,0.0,0.1,1.89,1.96,0.0,0.79,0.75,0.08,0.14,0.07,0.02,0.0,0.0,0.0,2.07,1.75
634,Germany,2021-05-31,90.2,0.0,0.0,0.03,0.02,0.06,0.0,0.0,0.0,0.03,0.9,3.95,0.02,0.47,1.52,0.01,0.1,0.24,0.04,0.0,0.0,0.0,2.55,2.41
635,Germany,2021-06-14,78.56,0.0,0.0,0.0,0.02,0.09,0.0,0.06,0.0,0.07,0.67,13.92,0.02,0.61,1.7,0.04,0.06,0.28,0.11,0.0,0.0,0.0,4.03,3.79
636,Germany,2021-06-28,42.42,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.27,0.76,49.34,0.0,0.53,2.7,0.11,0.04,0.04,0.08,0.0,0.0,0.0,3.98,3.63
637,Germany,2021-07-12,13.35,0.0,0.0,0.0,0.15,0.38,0.04,0.15,0.0,0.0,0.15,79.55,0.0,0.11,3.06,0.0,0.04,0.11,0.0,0.0,0.0,0.0,3.63,2.91
638,Germany,2021-07-26,2.75,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.09,0.04,95.25,0.0,0.0,1.26,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.64,0.49
639,Germany,2021-08-09,1.13,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.05,98.21,0.0,0.0,0.29,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.3,0.24
640,Germany,2021-08-23,0.41,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,99.44,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07
641,Germany,2021-09-06,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,99.73,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06
642,Germany,2021-09-20,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,99.91,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
643,Germany,2021-10-04,0.04,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,99.85,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08
644,Germany,2021-10-18,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,99.97,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
645,Germany,2021-11-01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,99.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,-0.01
646,Germany,2021-11-15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,99.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03
647,Germany,2021-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.03,0.03
648,Germany,2021-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,97.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.16,0.15
649,Germany,2021-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.79,0.0,0.0,0.29,0.29
