,location,date,excess_mortality,excess_mortality_cumulative,excess_mortality_cumulative_absolute,excess_mortality_cumulative_per_million,excess_mortality_count_week,excess_mortality_count_week_pm,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k
14151,Lithuania,2020-08-09,8.18,3.04,724.4,269.307496072289,54.9,20.4099689872566,,,,,,
14152,Lithuania,2020-08-10,,,,,,,1290.66975655329,1290.66975655329,1290.66975655329,47.982749916289,47.982749916289,47.982749916289
14153,Lithuania,2020-08-16,14.86,3.36,820.9,305.182942470655,96.5,35.8754463983654,,,,,,
14154,Lithuania,2020-08-17,,,,,,,1432.24868913753,1432.24868913753,1432.24868913753,53.2461772811217,53.2461772811217,53.2461772811217
14155,Lithuania,2020-08-23,21.25,3.81,954.6,354.888094630877,133.7,49.7051521602223,,,,,,
14156,Lithuania,2020-08-24,,,,,,,1508.02762172176,1508.02762172176,1508.02762172176,56.063382497755,56.063382497755,56.063382497755
14157,Lithuania,2020-08-30,10.4,3.97,1022.5,380.131025309105,67.9,25.2429306782281,,,,,,
14158,Lithuania,2020-08-31,,,,,,,1560.206554306,1560.206554306,1560.206554306,58.0032192843349,58.0032192843349,58.0032192843349
14159,Lithuania,2020-09-06,7.05,4.05,1066.8,396.6002716868,44.3,16.4692463776952,,,,,,
14160,Lithuania,2020-09-07,,,,,,,1691.78548689023,1691.78548689023,1691.78548689023,62.8948803652467,62.8948803652467,62.8948803652467
14161,Lithuania,2020-09-13,20.44,4.42,1190.5,442.587761007814,123.7,45.9874893210135,,,,,,
14162,Lithuania,2020-09-14,,,,,,,1772.96441947447,1772.96441947447,1772.96441947447,65.9128393751972,65.9128393751972,65.9128393751972
