,location,date,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million
0,Algeria,2020-07-17,62.0,1.39,,,,,,
1,Algeria,2020-07-18,67.0,1.502,,,,,,
2,Algeria,2020-07-20,64.0,1.434,,,,,,
3,Algeria,2020-07-21,56.0,1.255,,,,,,
4,Algeria,2020-07-22,51.0,1.143,,,,,,
5,Algeria,2020-07-23,66.0,1.479,,,,,,
6,Algeria,2020-07-25,63.0,1.412,,,,,,
7,Algeria,2020-07-26,64.0,1.434,,,,,,
8,Algeria,2020-07-27,58.0,1.3,,,,,,
9,Algeria,2020-07-31,65.0,1.457,,,,,,
10,Algeria,2020-08-01,64.0,1.434,,,,,,
11,Algeria,2020-08-02,54.0,1.21,,,,,,
12,Algeria,2020-08-04,54.0,1.21,,,,,,
13,Algeria,2020-08-05,55.0,1.233,,,,,,
14,Algeria,2020-08-06,63.0,1.412,,,,,,
15,Algeria,2020-08-09,57.0,1.278,,,,,,
16,Algeria,2020-08-10,47.0,1.053,,,,,,
17,Algeria,2020-08-12,53.0,1.188,,,,,,
18,Algeria,2020-08-13,44.0,0.986,,,,,,
19,Algeria,2020-08-14,46.0,1.031,,,,,,
20,Algeria,2020-08-15,37.0,0.829,,,,,,
21,Algeria,2020-08-16,40.0,0.897,,,,,,
22,Algeria,2020-08-17,40.0,0.897,,,,,,
23,Algeria,2020-08-18,46.0,1.031,,,,,,
24,Algeria,2020-08-19,44.0,0.986,,,,,,
25,Algeria,2020-08-20,41.0,0.919,,,,,,
26,Algeria,2020-08-21,41.0,0.919,,,,,,
27,Algeria,2020-08-22,49.0,1.098,,,,,,
28,Algeria,2020-08-23,41.0,0.919,,,,,,
29,Algeria,2020-08-24,37.0,0.829,,,,,,
30,Algeria,2020-08-25,31.0,0.695,,,,,,
31,Algeria,2020-08-26,28.0,0.628,,,,,,
32,Algeria,2020-08-27,28.0,0.628,,,,,,
33,Algeria,2020-08-28,31.0,0.695,,,,,,
34,Algeria,2020-08-29,28.0,0.628,,,,,,
35,Algeria,2020-08-30,29.0,0.65,,,,,,
36,Algeria,2020-08-31,29.0,0.65,,,,,,
37,Algeria,2020-09-01,38.0,0.852,,,,,,
38,Algeria,2020-09-02,35.0,0.784,,,,,,
39,Algeria,2020-09-03,44.0,0.986,,,,,,
40,Algeria,2020-09-04,42.0,0.941,,,,,,
41,Algeria,2020-09-05,42.0,0.941,,,,,,
42,Algeria,2020-09-06,44.0,0.986,,,,,,
43,Algeria,2020-09-07,43.0,0.964,,,,,,
44,Algeria,2020-09-08,35.0,0.784,,,,,,
45,Algeria,2020-09-09,40.0,0.897,,,,,,
46,Algeria,2020-09-10,39.0,0.874,,,,,,
47,Algeria,2020-09-11,32.0,0.717,,,,,,
48,Algeria,2020-09-12,36.0,0.807,,,,,,
49,Algeria,2020-09-13,29.0,0.65,,,,,,
50,Algeria,2020-09-14,27.0,0.605,,,,,,
51,Algeria,2020-09-15,31.0,0.695,,,,,,
52,Algeria,2020-09-16,31.0,0.695,,,,,,
53,Algeria,2020-09-17,32.0,0.717,,,,,,
54,Algeria,2020-09-18,27.0,0.605,,,,,,
55,Algeria,2020-09-19,32.0,0.717,,,,,,
56,Algeria,2020-09-20,31.0,0.695,,,,,,
57,Algeria,2020-09-21,29.0,0.65,,,,,,
58,Algeria,2020-09-22,34.0,0.762,,,,,,
59,Algeria,2020-09-23,25.0,0.56,,,,,,
60,Algeria,2020-09-24,27.0,0.605,,,,,,
61,Algeria,2020-09-25,25.0,0.56,,,,,,
62,Algeria,2020-09-26,25.0,0.56,,,,,,
63,Algeria,2020-09-27,22.0,0.493,,,,,,
64,Algeria,2020-09-28,25.0,0.56,,,,,,
65,Algeria,2020-09-29,23.0,0.516,,,,,,
66,Algeria,2020-09-30,23.0,0.516,,,,,,
67,Algeria,2020-10-01,23.0,0.516,,,,,,
68,Algeria,2020-10-02,23.0,0.516,,,,,,
69,Algeria,2020-10-03,25.0,0.56,,,,,,
70,Algeria,2020-10-04,21.0,0.471,,,,,,
71,Algeria,2020-10-05,22.0,0.493,,,,,,
72,Algeria,2020-10-07,31.0,0.695,,,,,,
73,Algeria,2020-10-08,30.0,0.672,,,,,,
74,Algeria,2020-10-09,31.0,0.695,,,,,,
75,Algeria,2020-10-10,31.0,0.695,,,,,,
76,Algeria,2020-10-11,28.0,0.628,,,,,,
77,Algeria,2020-10-12,35.0,0.784,,,,,,
78,Algeria,2020-10-13,38.0,0.852,,,,,,
79,Algeria,2020-10-14,35.0,0.784,,,,,,
80,Algeria,2020-10-15,35.0,0.784,,,,,,
81,Algeria,2020-10-17,36.0,0.807,,,,,,
82,Algeria,2020-10-18,33.0,0.74,,,,,,
83,Algeria,2020-10-19,39.0,0.874,,,,,,
84,Algeria,2020-10-20,38.0,0.852,,,,,,
85,Algeria,2020-10-21,37.0,0.829,,,,,,
86,Algeria,2020-10-22,31.0,0.695,,,,,,
87,Algeria,2020-10-23,33.0,0.74,,,,,,
88,Algeria,2020-10-24,29.0,0.65,,,,,,
89,Algeria,2020-10-25,29.0,0.65,,,,,,
90,Algeria,2020-10-26,30.0,0.672,,,,,,
91,Algeria,2020-10-28,40.0,0.897,,,,,,
92,Algeria,2020-10-29,39.0,0.874,,,,,,
93,Algeria,2020-10-30,48.0,1.076,,,,,,
94,Algeria,2020-10-31,44.0,0.986,,,,,,
95,Algeria,2020-11-01,49.0,1.098,,,,,,
96,Algeria,2020-11-02,46.0,1.031,,,,,,
97,Algeria,2020-11-04,50.0,1.121,,,,,,
98,Algeria,2020-11-05,53.0,1.188,,,,,,
99,Algeria,2020-11-07,59.0,1.322,,,,,,
100,Algeria,2020-11-08,63.0,1.412,,,,,,
101,Algeria,2020-11-09,60.0,1.345,,,,,,
102,Algeria,2020-11-11,49.0,1.098,,,,,,
103,Algeria,2020-11-12,53.0,1.188,,,,,,
104,Algeria,2020-11-13,52.0,1.165,,,,,,
105,Algeria,2020-11-14,42.0,0.941,,,,,,
106,Algeria,2020-11-15,44.0,0.986,,,,,,
107,Algeria,2020-11-16,50.0,1.121,,,,,,
108,Algeria,2020-11-17,39.0,0.874,,,,,,
109,Algeria,2020-11-18,43.0,0.964,,,,,,
110,Algeria,2020-11-19,53.0,1.188,,,,,,
111,Algeria,2020-11-20,49.0,1.098,,,,,,
112,Algeria,2020-11-21,52.0,1.165,,,,,,
113,Algeria,2020-11-22,46.0,1.031,,,,,,
114,Algeria,2020-11-23,46.0,1.031,,,,,,
115,Algeria,2020-11-26,44.0,0.986,,,,,,
116,Algeria,2020-11-27,50.0,1.121,,,,,,
117,Algeria,2020-11-28,51.0,1.143,,,,,,
118,Algeria,2020-11-30,46.0,1.031,,,,,,
119,Algeria,2020-12-01,46.0,1.031,,,,,,
120,Algeria,2020-12-03,45.0,1.009,,,,,,
121,Algeria,2020-12-07,38.0,0.852,,,,,,
122,Algeria,2020-12-08,44.0,0.986,,,,,,
123,Algeria,2020-12-09,42.0,0.941,,,,,,
124,Algeria,2020-12-10,44.0,0.986,,,,,,
125,Algeria,2020-12-11,46.0,1.031,,,,,,
126,Algeria,2020-12-12,42.0,0.941,,,,,,
127,Algeria,2020-12-13,46.0,1.031,,,,,,
128,Algeria,2020-12-15,46.0,1.031,,,,,,
129,Algeria,2020-12-16,44.0,0.986,,,,,,
130,Algeria,2020-12-17,45.0,1.009,,,,,,
131,Algeria,2020-12-20,50.0,1.121,,,,,,
132,Algeria,2020-12-21,43.0,0.964,,,,,,
133,Algeria,2020-12-22,49.0,1.098,,,,,,
134,Algeria,2020-12-23,49.0,1.098,,,,,,
135,Algeria,2020-12-24,46.0,1.031,,,,,,
136,Algeria,2020-12-29,40.0,0.897,,,,,,
137,Algeria,2020-12-30,43.0,0.964,,,,,,
138,Algeria,2021-01-01,42.0,0.941,,,,,,
139,Algeria,2021-01-02,31.0,0.695,,,,,,
140,Algeria,2021-01-03,36.0,0.807,,,,,,
141,Algeria,2021-01-04,27.0,0.605,,,,,,
142,Algeria,2021-01-05,29.0,0.65,,,,,,
143,Algeria,2021-01-06,32.0,0.717,,,,,,
144,Algeria,2021-01-07,27.0,0.605,,,,,,
145,Algeria,2021-01-08,34.0,0.762,,,,,,
146,Algeria,2021-01-09,33.0,0.74,,,,,,
147,Algeria,2021-01-10,29.0,0.65,,,,,,
148,Algeria,2021-01-11,28.0,0.628,,,,,,
149,Algeria,2021-01-12,24.0,0.538,,,,,,
150,Algeria,2021-01-15,28.0,0.628,,,,,,
151,Algeria,2021-01-16,23.0,0.516,,,,,,
152,Algeria,2021-01-17,32.0,0.717,,,,,,
153,Algeria,2021-01-18,28.0,0.628,,,,,,
154,Algeria,2021-01-19,29.0,0.65,,,,,,
155,Algeria,2021-01-20,32.0,0.717,,,,,,
156,Algeria,2021-01-21,31.0,0.695,,,,,,
157,Algeria,2021-01-22,36.0,0.807,,,,,,
158,Algeria,2021-01-23,29.0,0.65,,,,,,
159,Algeria,2021-01-24,34.0,0.762,,,,,,
160,Algeria,2021-01-25,34.0,0.762,,,,,,
161,Algeria,2021-01-26,34.0,0.762,,,,,,
162,Algeria,2021-01-27,39.0,0.874,,,,,,
163,Algeria,2021-01-30,33.0,0.74,,,,,,
164,Algeria,2021-02-01,29.0,0.65,,,,,,
165,Algeria,2021-02-02,23.0,0.516,,,,,,
166,Algeria,2021-02-05,21.0,0.471,,,,,,
167,Algeria,2021-02-08,25.0,0.56,,,,,,
168,Algeria,2021-02-10,25.0,0.56,,,,,,
169,Algeria,2021-02-12,22.0,0.493,,,,,,
170,Algeria,2021-02-13,20.0,0.448,,,,,,
171,Algeria,2021-02-14,19.0,0.426,,,,,,
172,Algeria,2021-02-19,18.0,0.403,,,,,,
173,Algeria,2021-02-20,16.0,0.359,,,,,,
174,Algeria,2021-02-21,15.0,0.336,,,,,,
175,Algeria,2021-02-23,19.0,0.426,,,,,,
176,Algeria,2021-02-25,18.0,0.403,,,,,,
177,Algeria,2021-02-26,21.0,0.471,,,,,,
178,Algeria,2021-02-27,21.0,0.471,,,,,,
179,Algeria,2021-02-28,22.0,0.493,,,,,,
180,Algeria,2021-03-01,22.0,0.493,,,,,,
181,Algeria,2021-03-02,23.0,0.516,,,,,,
182,Algeria,2021-03-07,21.0,0.471,,,,,,
183,Algeria,2021-03-10,19.0,0.426,,,,,,
184,Algeria,2021-03-12,15.0,0.336,,,,,,
185,Algeria,2021-03-22,7.0,0.157,,,,,,
186,Algeria,2021-03-23,9.0,0.202,,,,,,
187,Algeria,2021-03-24,9.0,0.202,,,,,,
188,Algeria,2021-03-25,17.0,0.381,,,,,,
189,Algeria,2021-03-26,18.0,0.403,,,,,,
190,Algeria,2021-03-27,20.0,0.448,,,,,,
191,Algeria,2021-03-28,19.0,0.426,,,,,,
192,Algeria,2021-03-29,20.0,0.448,,,,,,
193,Algeria,2021-03-30,15.0,0.336,,,,,,
194,Algeria,2021-03-31,15.0,0.336,,,,,,
195,Algeria,2021-04-01,14.0,0.314,,,,,,
196,Algeria,2021-04-02,16.0,0.359,,,,,,
197,Algeria,2021-04-03,20.0,0.448,,,,,,
198,Algeria,2021-04-04,20.0,0.448,,,,,,
199,Algeria,2021-04-05,16.0,0.359,,,,,,
200,Algeria,2021-04-06,19.0,0.426,,,,,,
201,Algeria,2021-04-07,20.0,0.448,,,,,,
202,Algeria,2021-04-08,20.0,0.448,,,,,,
203,Algeria,2021-04-09,19.0,0.426,,,,,,
204,Algeria,2021-04-10,19.0,0.426,,,,,,
205,Algeria,2021-04-11,19.0,0.426,,,,,,
206,Algeria,2021-04-12,14.0,0.314,,,,,,
207,Algeria,2021-04-13,19.0,0.426,,,,,,
208,Algeria,2021-04-14,17.0,0.381,,,,,,
209,Algeria,2021-04-15,16.0,0.359,,,,,,
210,Algeria,2021-04-16,12.0,0.269,,,,,,
211,Algeria,2021-04-17,15.0,0.336,,,,,,
212,Algeria,2021-04-18,21.0,0.471,,,,,,
213,Algeria,2021-04-19,22.0,0.493,,,,,,
214,Algeria,2021-04-20,19.0,0.426,,,,,,
215,Algeria,2021-04-21,21.0,0.471,,,,,,
216,Algeria,2021-04-22,23.0,0.516,,,,,,
217,Algeria,2021-04-23,22.0,0.493,,,,,,
218,Algeria,2021-04-24,22.0,0.493,,,,,,
219,Algeria,2021-04-25,20.0,0.448,,,,,,
220,Algeria,2021-04-26,21.0,0.471,,,,,,
221,Algeria,2021-04-27,20.0,0.448,,,,,,
222,Algeria,2021-04-28,23.0,0.516,,,,,,
223,Algeria,2021-04-29,22.0,0.493,,,,,,
224,Algeria,2021-04-30,28.0,0.628,,,,,,
225,Algeria,2021-05-01,31.0,0.695,,,,,,
226,Algeria,2021-05-02,24.0,0.538,,,,,,
227,Algeria,2021-05-03,26.0,0.583,,,,,,
228,Algeria,2021-05-04,26.0,0.583,,,,,,
229,Algeria,2021-05-05,22.0,0.493,,,,,,
230,Algeria,2021-05-06,23.0,0.516,,,,,,
231,Algeria,2021-05-07,23.0,0.516,,,,,,
232,Algeria,2021-05-08,25.0,0.56,,,,,,
233,Algeria,2021-05-09,23.0,0.516,,,,,,
234,Algeria,2021-05-10,22.0,0.493,,,,,,
235,Algeria,2021-05-11,19.0,0.426,,,,,,
236,Algeria,2021-05-12,27.0,0.605,,,,,,
237,Algeria,2021-05-13,23.0,0.516,,,,,,
238,Algeria,2021-05-14,26.0,0.583,,,,,,
239,Algeria,2021-05-15,24.0,0.538,,,,,,
240,Algeria,2021-05-16,22.0,0.493,,,,,,
241,Algeria,2021-05-17,22.0,0.493,,,,,,
242,Algeria,2021-05-18,21.0,0.471,,,,,,
243,Algeria,2021-05-19,19.0,0.426,,,,,,
244,Algeria,2021-05-20,22.0,0.493,,,,,,
245,Algeria,2021-05-21,21.0,0.471,,,,,,
246,Algeria,2021-05-22,18.0,0.403,,,,,,
247,Algeria,2021-05-23,15.0,0.336,,,,,,
248,Algeria,2021-05-24,20.0,0.448,,,,,,
249,Algeria,2021-05-25,20.0,0.448,,,,,,
250,Algeria,2021-05-26,19.0,0.426,,,,,,
251,Algeria,2021-05-27,24.0,0.538,,,,,,
252,Algeria,2021-05-28,26.0,0.583,,,,,,
253,Algeria,2021-05-29,28.0,0.628,,,,,,
254,Algeria,2021-05-30,22.0,0.493,,,,,,
255,Algeria,2021-05-31,19.0,0.426,,,,,,
256,Algeria,2021-06-01,23.0,0.516,,,,,,
257,Algeria,2021-06-02,22.0,0.493,,,,,,
258,Algeria,2021-06-03,23.0,0.516,,,,,,
259,Algeria,2021-06-04,25.0,0.56,,,,,,
260,Algeria,2021-06-05,24.0,0.538,,,,,,
261,Algeria,2021-06-06,19.0,0.426,,,,,,
262,Algeria,2021-06-07,20.0,0.448,,,,,,
263,Algeria,2021-06-08,25.0,0.56,,,,,,
264,Algeria,2021-06-09,27.0,0.605,,,,,,
265,Algeria,2021-06-10,26.0,0.583,,,,,,
266,Algeria,2021-06-11,25.0,0.56,,,,,,
267,Algeria,2021-06-12,28.0,0.628,,,,,,
268,Algeria,2021-06-13,28.0,0.628,,,,,,
269,Algeria,2021-06-14,30.0,0.672,,,,,,
270,Algeria,2021-06-15,31.0,0.695,,,,,,
271,Algeria,2021-06-16,26.0,0.583,,,,,,
272,Algeria,2021-06-18,23.0,0.516,,,,,,
273,Algeria,2021-06-19,34.0,0.762,,,,,,
274,Algeria,2021-06-20,29.0,0.65,,,,,,
275,Algeria,2021-06-21,30.0,0.672,,,,,,
276,Algeria,2021-06-22,30.0,0.672,,,,,,
277,Algeria,2021-06-23,28.0,0.628,,,,,,
278,Algeria,2021-06-24,24.0,0.538,,,,,,
279,Algeria,2021-06-26,21.0,0.471,,,,,,
280,Algeria,2021-06-27,19.0,0.426,,,,,,
281,Algeria,2021-06-28,23.0,0.516,,,,,,
282,Algeria,2021-06-29,27.0,0.605,,,,,,
283,Algeria,2021-06-30,32.0,0.717,,,,,,
284,Algeria,2021-07-01,28.0,0.628,,,,,,
285,Algeria,2021-07-02,29.0,0.65,,,,,,
286,Algeria,2021-07-03,29.0,0.65,,,,,,
287,Algeria,2021-07-04,33.0,0.74,,,,,,
288,Algeria,2021-07-05,34.0,0.762,,,,,,
289,Algeria,2021-07-06,29.0,0.65,,,,,,
290,Algeria,2021-07-07,29.0,0.65,,,,,,
291,Algeria,2021-07-08,45.0,1.009,,,,,,
292,Algeria,2021-07-09,44.0,0.986,,,,,,
293,Algeria,2021-07-10,49.0,1.098,,,,,,
294,Algeria,2021-07-11,39.0,0.874,,,,,,
295,Algeria,2021-07-12,36.0,0.807,,,,,,
296,Algeria,2021-07-13,36.0,0.807,,,,,,
297,Algeria,2021-07-14,51.0,1.143,,,,,,
298,Algeria,2021-07-15,49.0,1.098,,,,,,
299,Algeria,2021-07-16,42.0,0.941,,,,,,
300,Algeria,2021-07-17,47.0,1.053,,,,,,
301,Algeria,2021-07-18,45.0,1.009,,,,,,
302,Algeria,2021-07-19,46.0,1.031,,,,,,
303,Algeria,2021-07-20,45.0,1.009,,,,,,
304,Algeria,2021-07-21,43.0,0.964,,,,,,
305,Algeria,2021-07-22,46.0,1.031,,,,,,
306,Algeria,2021-07-23,42.0,0.941,,,,,,
307,Algeria,2021-07-24,51.0,1.143,,,,,,
308,Algeria,2021-07-25,45.0,1.009,,,,,,
309,Algeria,2021-07-26,41.0,0.919,,,,,,
310,Algeria,2021-07-27,36.0,0.807,,,,,,
311,Algeria,2021-07-28,36.0,0.807,,,,,,
312,Algeria,2021-07-29,37.0,0.829,,,,,,
313,Algeria,2021-07-30,52.0,1.165,,,,,,
314,Algeria,2021-07-31,47.0,1.053,,,,,,
315,Algeria,2021-08-01,38.0,0.852,,,,,,
316,Algeria,2021-08-02,29.0,0.65,,,,,,
317,Algeria,2021-08-03,29.0,0.65,,,,,,
318,Algeria,2021-08-04,37.0,0.829,,,,,,
319,Algeria,2021-08-05,35.0,0.784,,,,,,
320,Algeria,2021-08-06,52.0,1.165,,,,,,
321,Algeria,2021-08-07,52.0,1.165,,,,,,
322,Algeria,2021-08-08,48.0,1.076,,,,,,
323,Algeria,2021-08-09,43.0,0.964,,,,,,
324,Algeria,2021-08-10,32.0,0.717,,,,,,
325,Algeria,2021-08-11,31.0,0.695,,,,,,
326,Algeria,2021-08-12,38.0,0.852,,,,,,
327,Algeria,2021-08-13,31.0,0.695,,,,,,
328,Algeria,2021-08-14,36.0,0.807,,,,,,
329,Algeria,2021-08-15,31.0,0.695,,,,,,
330,Algeria,2021-08-16,33.0,0.74,,,,,,
331,Algeria,2021-08-17,40.0,0.897,,,,,,
332,Algeria,2021-08-18,30.0,0.672,,,,,,
333,Algeria,2021-08-19,33.0,0.74,,,,,,
334,Algeria,2021-08-20,32.0,0.717,,,,,,
335,Algeria,2021-08-21,39.0,0.874,,,,,,
336,Algeria,2021-08-22,37.0,0.829,,,,,,
337,Algeria,2021-08-23,38.0,0.852,,,,,,
338,Algeria,2021-08-24,38.0,0.852,,,,,,
339,Algeria,2021-08-25,36.0,0.807,,,,,,
340,Algeria,2021-08-26,33.0,0.74,,,,,,
341,Algeria,2021-08-27,36.0,0.807,,,,,,
342,Algeria,2021-08-28,37.0,0.829,,,,,,
343,Algeria,2021-08-29,39.0,0.874,,,,,,
344,Algeria,2021-08-30,41.0,0.919,,,,,,
345,Algeria,2021-08-31,35.0,0.784,,,,,,
346,Algeria,2021-09-01,35.0,0.784,,,,,,
347,Algeria,2021-09-02,42.0,0.941,,,,,,
348,Algeria,2021-09-03,42.0,0.941,,,,,,
349,Algeria,2021-09-04,44.0,0.986,,,,,,
350,Algeria,2021-09-05,39.0,0.874,,,,,,
351,Algeria,2021-09-06,36.0,0.807,,,,,,
352,Algeria,2021-09-07,38.0,0.852,,,,,,
353,Algeria,2021-09-08,42.0,0.941,,,,,,
354,Algeria,2021-09-09,37.0,0.829,,,,,,
355,Algeria,2021-09-10,34.0,0.762,,,,,,
356,Algeria,2021-09-11,28.0,0.628,,,,,,
357,Algeria,2021-09-12,33.0,0.74,,,,,,
358,Algeria,2021-09-13,29.0,0.65,,,,,,
359,Algeria,2021-09-14,31.0,0.695,,,,,,
360,Algeria,2021-09-15,20.0,0.448,,,,,,
361,Algeria,2021-09-16,24.0,0.538,,,,,,
362,Algeria,2021-09-17,25.0,0.56,,,,,,
363,Algeria,2021-09-18,28.0,0.628,,,,,,
364,Algeria,2021-09-19,21.0,0.471,,,,,,
365,Algeria,2021-09-20,22.0,0.493,,,,,,
366,Algeria,2021-09-21,23.0,0.516,,,,,,
367,Algeria,2021-09-22,27.0,0.605,,,,,,
368,Algeria,2021-09-23,21.0,0.471,,,,,,
369,Algeria,2021-09-24,20.0,0.448,,,,,,
370,Algeria,2021-09-25,13.0,0.291,,,,,,
371,Algeria,2021-09-26,18.0,0.403,,,,,,
372,Algeria,2021-09-27,18.0,0.403,,,,,,
373,Algeria,2021-09-28,14.0,0.314,,,,,,
374,Algeria,2021-09-29,15.0,0.336,,,,,,
375,Algeria,2021-09-30,15.0,0.336,,,,,,
376,Algeria,2021-10-01,15.0,0.336,,,,,,
377,Algeria,2021-10-02,15.0,0.336,,,,,,
378,Algeria,2021-10-03,18.0,0.403,,,,,,
379,Algeria,2021-10-04,16.0,0.359,,,,,,
380,Algeria,2021-10-05,15.0,0.336,,,,,,
381,Algeria,2021-10-06,18.0,0.403,,,,,,
382,Algeria,2021-10-07,20.0,0.448,,,,,,
383,Algeria,2021-10-08,14.0,0.314,,,,,,
384,Algeria,2021-10-09,13.0,0.291,,,,,,
385,Algeria,2021-10-10,15.0,0.336,,,,,,
386,Algeria,2021-10-11,14.0,0.314,,,,,,
387,Algeria,2021-10-12,13.0,0.291,,,,,,
388,Algeria,2021-10-13,11.0,0.247,,,,,,
389,Algeria,2021-10-14,12.0,0.269,,,,,,
390,Algeria,2021-10-15,13.0,0.291,,,,,,
391,Algeria,2021-10-16,13.0,0.291,,,,,,
392,Algeria,2021-10-17,13.0,0.291,,,,,,
393,Algeria,2021-10-18,11.0,0.247,,,,,,
394,Algeria,2021-10-19,16.0,0.359,,,,,,
395,Algeria,2021-10-20,17.0,0.381,,,,,,
396,Algeria,2021-10-21,16.0,0.359,,,,,,
397,Algeria,2021-10-22,13.0,0.291,,,,,,
398,Algeria,2021-10-23,16.0,0.359,,,,,,
399,Algeria,2021-10-24,16.0,0.359,,,,,,
400,Algeria,2021-10-25,11.0,0.247,,,,,,
401,Algeria,2021-10-26,10.0,0.224,,,,,,
402,Algeria,2021-10-27,15.0,0.336,,,,,,
403,Algeria,2021-10-28,14.0,0.314,,,,,,
404,Algeria,2021-10-29,10.0,0.224,,,,,,
405,Algeria,2021-10-30,9.0,0.202,,,,,,
406,Algeria,2021-10-31,11.0,0.247,,,,,,
407,Algeria,2021-11-01,14.0,0.314,,,,,,
408,Algeria,2021-11-02,15.0,0.336,,,,,,
409,Algeria,2021-11-03,16.0,0.359,,,,,,
410,Algeria,2021-11-04,18.0,0.403,,,,,,
411,Algeria,2021-11-05,16.0,0.359,,,,,,
412,Algeria,2021-11-06,20.0,0.448,,,,,,
413,Algeria,2021-11-07,15.0,0.336,,,,,,
414,Algeria,2021-11-08,15.0,0.336,,,,,,
415,Algeria,2021-11-09,16.0,0.359,,,,,,
416,Algeria,2021-11-10,19.0,0.426,,,,,,
417,Algeria,2021-11-11,25.0,0.56,,,,,,
418,Algeria,2021-11-12,16.0,0.359,,,,,,
419,Algeria,2021-11-13,19.0,0.426,,,,,,
420,Algeria,2021-11-14,18.0,0.403,,,,,,
421,Algeria,2021-11-15,22.0,0.493,,,,,,
422,Algeria,2021-11-16,19.0,0.426,,,,,,
423,Algeria,2021-11-17,20.0,0.448,,,,,,
424,Algeria,2021-11-18,22.0,0.493,,,,,,
425,Algeria,2021-11-19,22.0,0.493,,,,,,
426,Algeria,2021-11-20,24.0,0.538,,,,,,
427,Algeria,2021-11-21,23.0,0.516,,,,,,
428,Algeria,2021-11-22,22.0,0.493,,,,,,
429,Algeria,2021-11-23,21.0,0.471,,,,,,
430,Algeria,2021-11-24,18.0,0.403,,,,,,
431,Algeria,2021-11-25,22.0,0.493,,,,,,
432,Algeria,2021-11-26,23.0,0.516,,,,,,
433,Algeria,2021-11-27,21.0,0.471,,,,,,
434,Algeria,2021-11-28,20.0,0.448,,,,,,
435,Algeria,2021-11-29,17.0,0.381,,,,,,
436,Algeria,2021-11-30,14.0,0.314,,,,,,
437,Algeria,2021-12-01,16.0,0.359,,,,,,
438,Algeria,2021-12-02,15.0,0.336,,,,,,
439,Algeria,2021-12-03,15.0,0.336,,,,,,
440,Algeria,2021-12-04,15.0,0.336,,,,,,
441,Algeria,2021-12-05,16.0,0.359,,,,,,
442,Algeria,2021-12-06,14.0,0.314,,,,,,
443,Algeria,2021-12-07,20.0,0.448,,,,,,
444,Algeria,2021-12-08,19.0,0.426,,,,,,
445,Algeria,2021-12-09,20.0,0.448,,,,,,
446,Algeria,2021-12-10,22.0,0.493,,,,,,
447,Algeria,2021-12-11,24.0,0.538,,,,,,
448,Algeria,2021-12-12,28.0,0.628,,,,,,
449,Algeria,2021-12-13,26.0,0.583,,,,,,
450,Algeria,2021-12-14,28.0,0.628,,,,,,
451,Algeria,2021-12-15,26.0,0.583,,,,,,
452,Algeria,2021-12-16,30.0,0.672,,,,,,
453,Algeria,2021-12-17,27.0,0.605,,,,,,
454,Algeria,2021-12-18,24.0,0.538,,,,,,
455,Algeria,2021-12-19,21.0,0.471,,,,,,
456,Algeria,2021-12-20,22.0,0.493,,,,,,
457,Algeria,2021-12-21,21.0,0.471,,,,,,
458,Algeria,2021-12-22,26.0,0.583,,,,,,
459,Algeria,2021-12-23,30.0,0.672,,,,,,
460,Algeria,2021-12-24,34.0,0.762,,,,,,
461,Algeria,2021-12-25,36.0,0.807,,,,,,
462,Algeria,2021-12-26,38.0,0.852,,,,,,
463,Algeria,2021-12-27,34.0,0.762,,,,,,
464,Algeria,2021-12-28,27.0,0.605,,,,,,
465,Algeria,2021-12-29,28.0,0.628,,,,,,
466,Algeria,2021-12-30,27.0,0.605,,,,,,
467,Algeria,2021-12-31,26.0,0.583,,,,,,
468,Algeria,2022-01-01,27.0,0.605,,,,,,
469,Algeria,2022-01-02,30.0,0.672,,,,,,
470,Algeria,2022-01-03,34.0,0.762,,,,,,
471,Algeria,2022-01-04,32.0,0.717,,,,,,
472,Algeria,2022-01-05,33.0,0.74,,,,,,
473,Algeria,2022-01-06,33.0,0.74,,,,,,
474,Algeria,2022-01-07,31.0,0.695,,,,,,
475,Algeria,2022-01-08,35.0,0.784,,,,,,
476,Algeria,2022-01-09,33.0,0.74,,,,,,
477,Algeria,2022-01-10,39.0,0.874,,,,,,
478,Algeria,2022-01-11,37.0,0.829,,,,,,
479,Algeria,2022-01-12,41.0,0.919,,,,,,
480,Algeria,2022-01-13,41.0,0.919,,,,,,
481,Algeria,2022-01-14,35.0,0.784,,,,,,
482,Algeria,2022-01-15,32.0,0.717,,,,,,
483,Algeria,2022-01-16,45.0,1.009,,,,,,
484,Algeria,2022-01-17,40.0,0.897,,,,,,
485,Algeria,2022-01-18,37.0,0.829,,,,,,
486,Algeria,2022-01-19,39.0,0.874,,,,,,
487,Algeria,2022-01-20,49.0,1.098,,,,,,
488,Algeria,2022-01-21,47.0,1.053,,,,,,
489,Algeria,2022-01-22,43.0,0.964,,,,,,
490,Algeria,2022-01-23,39.0,0.874,,,,,,
491,Algeria,2022-01-24,39.0,0.874,,,,,,
492,Algeria,2022-01-25,44.0,0.986,,,,,,
493,Algeria,2022-01-26,46.0,1.031,,,,,,
494,Algeria,2022-01-27,42.0,0.941,,,,,,
495,Algeria,2022-01-28,43.0,0.964,,,,,,
