,location,date,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million
25260,Switzerland,2020-11-12,502.0,57.599,3654.0,419.253,,,1635.0,187.597
25261,Switzerland,2020-11-13,490.0,56.222,3628.0,416.27,,,1608.0,184.499
25262,Switzerland,2020-11-14,505.0,57.943,3612.0,414.434,,,1566.0,179.68
25263,Switzerland,2020-11-15,513.0,58.861,3716.0,426.367,,,1536.0,176.238
25264,Switzerland,2020-11-16,523.0,60.008,3712.0,425.908,,,1524.0,174.861
25265,Switzerland,2020-11-17,534.0,61.27,3641.0,417.762,,,1515.0,173.828
25266,Switzerland,2020-11-18,530.0,60.811,3549.0,407.206,,,1471.0,168.78
25267,Switzerland,2020-11-19,525.0,60.238,3411.0,391.372,,,1420.0,162.928
25268,Switzerland,2020-11-20,534.0,61.27,3306.0,379.324,,,1389.0,159.371
25269,Switzerland,2020-11-21,525.0,60.238,3329.0,381.963,,,1313.0,150.651
25270,Switzerland,2020-11-22,531.0,60.926,3387.0,388.618,,,1322.0,151.684
25271,Switzerland,2020-11-23,525.0,60.238,3430.0,393.552,,,1271.0,145.832
25272,Switzerland,2020-11-24,508.0,58.287,3273.0,375.538,,,1222.0,140.21
25273,Switzerland,2020-11-25,507.0,58.172,3169.0,363.605,,,1208.0,138.604
25274,Switzerland,2020-11-26,496.0,56.91,3089.0,354.426,,,1214.0,139.292
25275,Switzerland,2020-11-27,487.0,55.877,2992.0,343.297,,,1192.0,136.768
25276,Switzerland,2020-11-28,487.0,55.877,2973.0,341.117,,,1240.0,142.275
25277,Switzerland,2020-11-29,493.0,56.566,2984.0,342.379,,,1203.0,138.03
25278,Switzerland,2020-11-30,481.0,55.189,3013.0,345.706,,,1179.0,135.276
25279,Switzerland,2020-12-01,480.0,55.074,2916.0,334.577,,,1169.0,134.129
25280,Switzerland,2020-12-02,489.0,56.107,2815.0,322.988,,,1165.0,133.67
25281,Switzerland,2020-12-03,475.0,54.501,2795.0,320.693,,,1165.0,133.67
25282,Switzerland,2020-12-04,464.0,53.239,2749.0,315.415,,,1157.0,132.752
25283,Switzerland,2020-12-05,473.0,54.271,2776.0,318.513,,,1143.0,131.146
25284,Switzerland,2020-12-06,463.0,53.124,2862.0,328.381,,,1161.0,133.211
25285,Switzerland,2020-12-07,458.0,52.55,2865.0,328.725,,,1181.0,135.506
25286,Switzerland,2020-12-08,461.0,52.894,2884.0,330.905,,,1201.0,137.801
25287,Switzerland,2020-12-09,461.0,52.894,2831.0,324.824,,,1233.0,141.472
25288,Switzerland,2020-12-10,471.0,54.042,2769.0,317.71,,,1222.0,140.21
25289,Switzerland,2020-12-11,469.0,53.812,2748.0,315.301,,,1203.0,138.03
25290,Switzerland,2020-12-12,464.0,53.239,2770.0,317.825,,,1209.0,138.718
25291,Switzerland,2020-12-13,469.0,53.812,2865.0,328.725,,,1216.0,139.522
25292,Switzerland,2020-12-14,477.0,54.73,2910.0,333.888,,,1190.0,136.538
25293,Switzerland,2020-12-15,469.0,53.812,2880.0,330.446,,,1195.0,137.112
25294,Switzerland,2020-12-16,477.0,54.73,2834.0,325.168,,,1167.0,133.899
25295,Switzerland,2020-12-17,473.0,54.271,2840.0,325.856,,,1162.0,133.326
25296,Switzerland,2020-12-18,453.0,51.976,2742.0,314.612,,,1188.0,136.309
25297,Switzerland,2020-12-19,450.0,51.632,2744.0,314.842,,,1176.0,134.932
25298,Switzerland,2020-12-20,448.0,51.403,2795.0,320.693,,,1143.0,131.146
25299,Switzerland,2020-12-21,445.0,51.058,2823.0,323.906,,,1140.0,130.802
25300,Switzerland,2020-12-22,445.0,51.058,2759.0,316.563,,,1122.0,128.736
25301,Switzerland,2020-12-23,448.0,51.403,2656.0,304.745,,,1111.0,127.474
25302,Switzerland,2020-12-24,447.0,51.288,2541.0,291.55,,,1114.0,127.818
25303,Switzerland,2020-12-25,442.0,50.714,2465.0,282.83,,,1073.0,123.114
25304,Switzerland,2020-12-26,449.0,51.517,2543.0,291.779,,,1079.0,123.803
25305,Switzerland,2020-12-27,459.0,52.665,2582.0,296.254,,,1096.0,125.753
25306,Switzerland,2020-12-28,445.0,51.058,2649.0,303.941,,,1127.0,129.31
25307,Switzerland,2020-12-29,437.0,50.141,2729.0,313.121,,,1126.0,129.195
25308,Switzerland,2020-12-30,424.0,48.649,2629.0,301.647,,,1132.0,129.884
25309,Switzerland,2020-12-31,424.0,48.649,2580.0,296.025,,,1100.0,126.212
25310,Switzerland,2021-01-01,421.0,48.305,2528.0,290.058,,,1085.0,124.491
25311,Switzerland,2021-01-02,421.0,48.305,2568.0,294.648,,,1122.0,128.736
25312,Switzerland,2021-01-03,428.0,49.108,2661.0,305.318,,,1140.0,130.802
25313,Switzerland,2021-01-04,434.0,49.796,2697.0,309.449,,,1105.0,126.786
25314,Switzerland,2021-01-05,443.0,50.829,2689.0,308.531,,,1088.0,124.835
25315,Switzerland,2021-01-06,438.0,50.255,2608.0,299.237,,,1052.0,120.705
25316,Switzerland,2021-01-07,420.0,48.19,2458.0,282.026,,,1076.0,123.458
25317,Switzerland,2021-01-08,408.0,46.813,2383.0,273.421,,,1081.0,124.032
25318,Switzerland,2021-01-09,396.0,45.436,2378.0,272.847,,,1020.0,117.033
25319,Switzerland,2021-01-10,394.0,45.207,2409.0,276.404,,,958.0,109.919
25320,Switzerland,2021-01-11,400.0,45.895,2421.0,277.781,,,899.0,103.15
25321,Switzerland,2021-01-12,380.0,43.601,2307.0,264.701,,,856.0,98.216
25322,Switzerland,2021-01-13,374.0,42.912,2230.0,255.866,,,842.0,96.61
25323,Switzerland,2021-01-14,379.0,43.486,2145.0,246.113,,,782.0,89.725
25324,Switzerland,2021-01-15,372.0,42.683,2076.0,238.196,,,737.0,84.562
25325,Switzerland,2021-01-16,364.0,41.765,2008.0,230.394,,,702.0,80.546
25326,Switzerland,2021-01-17,359.0,41.191,1993.0,228.673,,,688.0,78.94
25327,Switzerland,2021-01-18,346.0,39.699,1978.0,226.952,,,675.0,77.448
25328,Switzerland,2021-01-19,340.0,39.011,1933.0,221.789,,,663.0,76.071
25329,Switzerland,2021-01-20,329.0,37.749,1792.0,205.611,,,626.0,71.826
25330,Switzerland,2021-01-21,320.0,36.716,1731.0,198.612,,,614.0,70.449
25331,Switzerland,2021-01-22,331.0,37.978,1688.0,193.678,,,613.0,70.335
25332,Switzerland,2021-01-23,315.0,36.143,1655.0,189.892,,,574.0,65.86
25333,Switzerland,2021-01-24,308.0,35.339,1651.0,189.433,,,543.0,62.303
25334,Switzerland,2021-01-25,298.0,34.192,1658.0,190.236,,,508.0,58.287
25335,Switzerland,2021-01-26,290.0,33.274,1592.0,182.663,,,504.0,57.828
25336,Switzerland,2021-01-27,283.0,32.471,1533.0,175.894,,,487.0,55.877
25337,Switzerland,2021-01-28,286.0,32.815,1449.0,166.256,,,473.0,54.271
25338,Switzerland,2021-01-29,294.0,33.733,1605.0,184.155,,,441.0,50.6
25339,Switzerland,2021-01-30,271.0,31.094,1394.0,159.945,,,455.0,52.206
25340,Switzerland,2021-01-31,280.0,32.127,1409.0,161.666,,,466.0,53.468
25341,Switzerland,2021-02-01,284.0,32.586,1408.0,161.551,,,460.0,52.78
25342,Switzerland,2021-02-02,268.0,30.75,1349.0,154.782,,,442.0,50.714
25343,Switzerland,2021-02-03,264.0,30.291,1338.0,153.52,,,444.0,50.944
25344,Switzerland,2021-02-04,260.0,29.832,1281.0,146.98,,,432.0,49.567
25345,Switzerland,2021-02-05,257.0,29.488,1211.0,138.948,,,427.0,48.993
25346,Switzerland,2021-02-06,249.0,28.57,1239.0,142.161,,,424.0,48.649
25347,Switzerland,2021-02-07,247.0,28.34,1238.0,142.046,,,423.0,48.534
25348,Switzerland,2021-02-08,253.0,29.029,1255.0,143.996,,,413.0,47.387
25349,Switzerland,2021-02-09,250.0,28.685,1197.0,137.342,,,390.0,44.748
25350,Switzerland,2021-02-10,248.0,28.455,1136.0,130.343,,,372.0,42.683
25351,Switzerland,2021-02-11,241.0,27.652,1086.0,124.606,,,362.0,41.535
25352,Switzerland,2021-02-12,233.0,26.734,1048.0,120.246,,,352.0,40.388
25353,Switzerland,2021-02-13,223.0,25.587,1054.0,120.934,,,335.0,38.437
25354,Switzerland,2021-02-14,220.0,25.242,1055.0,121.049,,,329.0,37.749
25355,Switzerland,2021-02-15,229.0,26.275,1050.0,120.475,,,304.0,34.88
25356,Switzerland,2021-02-16,216.0,24.783,1020.0,117.033,,,309.0,35.454
25357,Switzerland,2021-02-17,208.0,23.866,1018.0,116.803,,,309.0,35.454
25358,Switzerland,2021-02-18,209.0,23.98,968.0,111.067,,,326.0,37.405
25359,Switzerland,2021-02-19,205.0,23.521,986.0,113.132,,,326.0,37.405
25360,Switzerland,2021-02-20,196.0,22.489,990.0,113.591,,,318.0,36.487
25361,Switzerland,2021-02-21,198.0,22.718,1007.0,115.541,,,313.0,35.913
25362,Switzerland,2021-02-22,195.0,22.374,976.0,111.984,,,318.0,36.487
25363,Switzerland,2021-02-23,188.0,21.571,955.0,109.575,,,311.0,35.684
25364,Switzerland,2021-02-24,191.0,21.915,925.0,106.133,,,309.0,35.454
25365,Switzerland,2021-02-25,194.0,22.259,935.0,107.28,,,295.0,33.848
25366,Switzerland,2021-02-26,184.0,21.112,897.0,102.92,,,290.0,33.274
25367,Switzerland,2021-02-27,178.0,20.423,887.0,101.773,,,293.0,33.618
25368,Switzerland,2021-02-28,179.0,20.538,892.0,102.346,,,292.0,33.504
25369,Switzerland,2021-03-01,173.0,19.85,932.0,106.936,,,293.0,33.618
25370,Switzerland,2021-03-02,184.0,21.112,937.0,107.51,,,310.0,35.569
25371,Switzerland,2021-03-03,172.0,19.735,912.0,104.641,,,321.0,36.831
25372,Switzerland,2021-03-04,174.0,19.964,885.0,101.543,,,309.0,35.454
25373,Switzerland,2021-03-05,169.0,19.391,841.0,96.495,,,323.0,37.06
25374,Switzerland,2021-03-06,169.0,19.391,846.0,97.069,,,336.0,38.552
25375,Switzerland,2021-03-07,175.0,20.079,872.0,100.052,,,342.0,39.24
25376,Switzerland,2021-03-08,178.0,20.423,899.0,103.15,,,359.0,41.191
25377,Switzerland,2021-03-09,171.0,19.62,881.0,101.084,,,340.0,39.011
25378,Switzerland,2021-03-10,174.0,19.964,877.0,100.625,,,338.0,38.782
25379,Switzerland,2021-03-11,166.0,19.047,855.0,98.101,,,346.0,39.699
25380,Switzerland,2021-03-12,155.0,17.784,827.0,94.888,,,345.0,39.585
25381,Switzerland,2021-03-13,174.0,19.964,834.0,95.692,,,345.0,39.585
25382,Switzerland,2021-03-14,167.0,19.161,843.0,96.724,,,359.0,41.191
25383,Switzerland,2021-03-15,172.0,19.735,854.0,97.986,,,369.0,42.338
25384,Switzerland,2021-03-16,167.0,19.161,874.0,100.281,,,384.0,44.059
25385,Switzerland,2021-03-17,159.0,18.243,850.0,97.527,,,380.0,43.601
25386,Switzerland,2021-03-18,158.0,18.129,820.0,94.085,,,395.0,45.322
25387,Switzerland,2021-03-19,162.0,18.588,816.0,93.626,,,410.0,47.043
25388,Switzerland,2021-03-20,167.0,19.161,825.0,94.659,,,417.0,47.846
25389,Switzerland,2021-03-21,172.0,19.735,859.0,98.56,,,411.0,47.157
25390,Switzerland,2021-03-22,162.0,18.588,851.0,97.642,,,405.0,46.469
25391,Switzerland,2021-03-23,168.0,19.276,859.0,98.56,,,404.0,46.354
25392,Switzerland,2021-03-24,167.0,19.161,815.0,93.512,,,419.0,48.075
25393,Switzerland,2021-03-25,164.0,18.817,822.0,94.315,,,422.0,48.42
25394,Switzerland,2021-03-26,160.0,18.358,786.0,90.184,,,432.0,49.567
25395,Switzerland,2021-03-27,166.0,19.047,818.0,93.856,,,459.0,52.665
25396,Switzerland,2021-03-28,165.0,18.932,885.0,101.543,,,468.0,53.697
25397,Switzerland,2021-03-29,163.0,18.702,921.0,105.674,,,482.0,55.304
25398,Switzerland,2021-03-30,171.0,19.62,923.0,105.903,,,508.0,58.287
25399,Switzerland,2021-03-31,165.0,18.932,904.0,103.723,,,519.0,59.549
25400,Switzerland,2021-04-01,162.0,18.588,926.0,106.248,,,525.0,60.238
25401,Switzerland,2021-04-02,164.0,18.817,953.0,109.345,,,513.0,58.861
25402,Switzerland,2021-04-03,177.0,20.309,992.0,113.82,,,518.0,59.434
25403,Switzerland,2021-04-04,178.0,20.423,1038.0,119.098,,,542.0,62.188
25404,Switzerland,2021-04-05,185.0,21.227,1034.0,118.639,,,530.0,60.811
25405,Switzerland,2021-04-06,182.0,20.882,1065.0,122.196,,,542.0,62.188
25406,Switzerland,2021-04-07,194.0,22.259,1057.0,121.278,,,530.0,60.811
25407,Switzerland,2021-04-08,191.0,21.915,1041.0,119.442,,,552.0,63.335
25408,Switzerland,2021-04-09,196.0,22.489,1025.0,117.607,,,567.0,65.057
25409,Switzerland,2021-04-10,199.0,22.833,1062.0,121.852,,,540.0,61.959
25410,Switzerland,2021-04-11,201.0,23.062,1075.0,123.344,,,510.0,58.516
25411,Switzerland,2021-04-12,203.0,23.292,1087.0,124.72,,,538.0,61.729
25412,Switzerland,2021-04-13,216.0,24.783,1087.0,124.72,,,506.0,58.058
25413,Switzerland,2021-04-14,221.0,25.357,1033.0,118.525,,,504.0,57.828
25414,Switzerland,2021-04-15,233.0,26.734,986.0,113.132,,,495.0,56.795
25415,Switzerland,2021-04-16,244.0,27.996,996.0,114.279,,,486.0,55.763
25416,Switzerland,2021-04-17,252.0,28.914,1007.0,115.541,,,489.0,56.107
25417,Switzerland,2021-04-18,248.0,28.455,1053.0,120.819,,,490.0,56.222
25418,Switzerland,2021-04-19,247.0,28.34,1072.0,122.999,,,467.0,53.583
25419,Switzerland,2021-04-20,243.0,27.881,1045.0,119.901,,,490.0,56.222
25420,Switzerland,2021-04-21,241.0,27.652,1051.0,120.59,,,507.0,58.172
25421,Switzerland,2021-04-22,240.0,27.537,1076.0,123.458,,,481.0,55.189
25422,Switzerland,2021-04-23,246.0,28.226,1044.0,119.787,,,481.0,55.189
25423,Switzerland,2021-04-24,246.0,28.226,1038.0,119.098,,,486.0,55.763
25424,Switzerland,2021-04-25,246.0,28.226,1092.0,125.294,,,488.0,55.992
25425,Switzerland,2021-04-26,249.0,28.57,1114.0,127.818,,,510.0,58.516
25426,Switzerland,2021-04-27,250.0,28.685,1093.0,125.409,,,500.0,57.369
25427,Switzerland,2021-04-28,255.0,29.258,1078.0,123.688,,,484.0,55.533
25428,Switzerland,2021-04-29,253.0,29.029,1028.0,117.951,,,488.0,55.992
25429,Switzerland,2021-04-30,252.0,28.914,1028.0,117.951,,,476.0,54.615
25430,Switzerland,2021-05-01,246.0,28.226,1036.0,118.869,,,477.0,54.73
25431,Switzerland,2021-05-02,237.0,27.193,1062.0,121.852,,,463.0,53.124
25432,Switzerland,2021-05-03,237.0,27.193,1062.0,121.852,,,433.0,49.682
25433,Switzerland,2021-05-04,219.0,25.128,1021.0,117.148,,,408.0,46.813
25434,Switzerland,2021-05-05,227.0,26.046,957.0,109.804,,,398.0,45.666
25435,Switzerland,2021-05-06,214.0,24.554,918.0,105.33,,,382.0,43.83
25436,Switzerland,2021-05-07,213.0,24.439,851.0,97.642,,,365.0,41.879
25437,Switzerland,2021-05-08,209.0,23.98,846.0,97.069,,,336.0,38.552
25438,Switzerland,2021-05-09,203.0,23.292,876.0,100.511,,,340.0,39.011
25439,Switzerland,2021-05-10,205.0,23.521,873.0,100.166,,,317.0,36.372
25440,Switzerland,2021-05-11,191.0,21.915,844.0,96.839,,,310.0,35.569
25441,Switzerland,2021-05-12,192.0,22.03,806.0,92.479,,,291.0,33.389
25442,Switzerland,2021-05-13,186.0,21.341,778.0,89.266,,,273.0,31.324
25443,Switzerland,2021-05-14,195.0,22.374,739.0,84.792,,,260.0,29.832
25444,Switzerland,2021-05-15,203.0,23.292,731.0,83.874,,,254.0,29.144
25445,Switzerland,2021-05-16,199.0,22.833,722.0,82.841,,,238.0,27.308
25446,Switzerland,2021-05-17,186.0,21.341,691.0,79.284,,,236.0,27.078
25447,Switzerland,2021-05-18,181.0,20.768,690.0,79.169,,,236.0,27.078
25448,Switzerland,2021-05-19,178.0,20.423,658.0,75.498,,,247.0,28.34
25449,Switzerland,2021-05-20,163.0,18.702,650.0,74.58,,,256.0,29.373
25450,Switzerland,2021-05-21,165.0,18.932,637.0,73.088,,,255.0,29.258
25451,Switzerland,2021-05-22,158.0,18.129,593.0,68.04,,,251.0,28.799
25452,Switzerland,2021-05-23,159.0,18.243,606.0,69.531,,,253.0,29.029
25453,Switzerland,2021-05-24,156.0,17.899,639.0,73.318,,,228.0,26.16
25454,Switzerland,2021-05-25,146.0,16.752,629.0,72.17,,,216.0,24.783
25455,Switzerland,2021-05-26,139.0,15.949,588.0,67.466,,,194.0,22.259
25456,Switzerland,2021-05-27,143.0,16.408,562.0,64.483,,,180.0,20.653
25457,Switzerland,2021-05-28,138.0,15.834,541.0,62.073,,,175.0,20.079
25458,Switzerland,2021-05-29,137.0,15.719,518.0,59.434,,,172.0,19.735
25459,Switzerland,2021-05-30,132.0,15.145,511.0,58.631,,,155.0,17.784
25460,Switzerland,2021-05-31,134.0,15.375,498.0,57.14,,,160.0,18.358
25461,Switzerland,2021-06-01,130.0,14.916,484.0,55.533,,,151.0,17.325
25462,Switzerland,2021-06-02,127.0,14.572,428.0,49.108,,,138.0,15.834
25463,Switzerland,2021-06-03,128.0,14.686,423.0,48.534,,,130.0,14.916
25464,Switzerland,2021-06-04,124.0,14.228,405.0,46.469,,,130.0,14.916
25465,Switzerland,2021-06-05,123.0,14.113,401.0,46.01,,,121.0,13.883
25466,Switzerland,2021-06-06,123.0,14.113,388.0,44.518,,,121.0,13.883
25467,Switzerland,2021-06-07,111.0,12.736,388.0,44.518,,,118.0,13.539
25468,Switzerland,2021-06-08,105.0,12.048,365.0,41.879,,,110.0,12.621
25469,Switzerland,2021-06-09,103.0,11.818,361.0,41.42,,,111.0,12.736
25470,Switzerland,2021-06-10,100.0,11.474,337.0,38.667,,,106.0,12.162
25471,Switzerland,2021-06-11,99.0,11.359,289.0,33.159,,,90.0,10.326
25472,Switzerland,2021-06-12,95.0,10.9,284.0,32.586,,,85.0,9.753
25473,Switzerland,2021-06-13,92.0,10.556,279.0,32.012,,,78.0,8.95
25474,Switzerland,2021-06-14,90.0,10.326,283.0,32.471,,,73.0,8.376
25475,Switzerland,2021-06-15,83.0,9.523,261.0,29.947,,,73.0,8.376
25476,Switzerland,2021-06-16,73.0,8.376,247.0,28.34,,,64.0,7.343
25477,Switzerland,2021-06-17,75.0,8.605,228.0,26.16,,,57.0,6.54
25478,Switzerland,2021-06-18,74.0,8.491,210.0,24.095,,,54.0,6.196
25479,Switzerland,2021-06-19,66.0,7.573,198.0,22.718,,,52.0,5.966
25480,Switzerland,2021-06-20,71.0,8.146,198.0,22.718,,,49.0,5.622
25481,Switzerland,2021-06-21,70.0,8.032,205.0,23.521,,,43.0,4.934
25482,Switzerland,2021-06-22,61.0,6.999,183.0,20.997,,,40.0,4.59
25483,Switzerland,2021-06-23,55.0,6.311,174.0,19.964,,,38.0,4.36
25484,Switzerland,2021-06-24,55.0,6.311,170.0,19.505,,,34.0,3.901
25485,Switzerland,2021-06-25,49.0,5.622,147.0,16.867,,,34.0,3.901
25486,Switzerland,2021-06-26,49.0,5.622,147.0,16.867,,,28.0,3.213
25487,Switzerland,2021-06-27,50.0,5.737,142.0,16.293,,,29.0,3.327
25488,Switzerland,2021-06-28,47.0,5.393,138.0,15.834,,,28.0,3.213
25489,Switzerland,2021-06-29,43.0,4.934,127.0,14.572,,,22.0,2.524
25490,Switzerland,2021-06-30,36.0,4.131,121.0,13.883,,,20.0,2.295
25491,Switzerland,2021-07-01,36.0,4.131,114.0,13.08,,,22.0,2.524
25492,Switzerland,2021-07-02,33.0,3.786,117.0,13.424,,,18.0,2.065
25493,Switzerland,2021-07-03,34.0,3.901,102.0,11.703,,,19.0,2.18
25494,Switzerland,2021-07-04,35.0,4.016,102.0,11.703,,,18.0,2.065
25495,Switzerland,2021-07-05,28.0,3.213,95.0,10.9,,,16.0,1.836
25496,Switzerland,2021-07-06,28.0,3.213,88.0,10.097,,,19.0,2.18
25497,Switzerland,2021-07-07,26.0,2.983,79.0,9.064,,,23.0,2.639
25498,Switzerland,2021-07-08,24.0,2.754,75.0,8.605,,,25.0,2.868
25499,Switzerland,2021-07-09,24.0,2.754,84.0,9.638,,,29.0,3.327
25500,Switzerland,2021-07-10,26.0,2.983,81.0,9.294,,,30.0,3.442
25501,Switzerland,2021-07-11,26.0,2.983,88.0,10.097,,,29.0,3.327
25502,Switzerland,2021-07-12,25.0,2.868,86.0,9.867,,,37.0,4.245
25503,Switzerland,2021-07-13,24.0,2.754,79.0,9.064,,,38.0,4.36
25504,Switzerland,2021-07-14,21.0,2.41,79.0,9.064,,,37.0,4.245
25505,Switzerland,2021-07-15,24.0,2.754,83.0,9.523,,,42.0,4.819
25506,Switzerland,2021-07-16,26.0,2.983,93.0,10.671,,,47.0,5.393
25507,Switzerland,2021-07-17,25.0,2.868,92.0,10.556,,,57.0,6.54
25508,Switzerland,2021-07-18,25.0,2.868,93.0,10.671,,,65.0,7.458
25509,Switzerland,2021-07-19,33.0,3.786,145.0,16.637,,,63.0,7.229
25510,Switzerland,2021-07-20,32.0,3.672,128.0,14.686,,,66.0,7.573
25511,Switzerland,2021-07-21,30.0,3.442,128.0,14.686,,,77.0,8.835
25512,Switzerland,2021-07-22,31.0,3.557,135.0,15.49,,,87.0,9.982
25513,Switzerland,2021-07-23,32.0,3.672,141.0,16.178,,,94.0,10.785
25514,Switzerland,2021-07-24,35.0,4.016,147.0,16.867,,,92.0,10.556
25515,Switzerland,2021-07-25,34.0,3.901,148.0,16.981,,,92.0,10.556
25516,Switzerland,2021-07-26,40.0,4.59,167.0,19.161,,,94.0,10.785
25517,Switzerland,2021-07-27,38.0,4.36,173.0,19.85,,,102.0,11.703
25518,Switzerland,2021-07-28,38.0,4.36,179.0,20.538,,,106.0,12.162
25519,Switzerland,2021-07-29,35.0,4.016,174.0,19.964,,,106.0,12.162
25520,Switzerland,2021-07-30,36.0,4.131,169.0,19.391,,,110.0,12.621
25521,Switzerland,2021-07-31,42.0,4.819,179.0,20.538,,,117.0,13.424
25522,Switzerland,2021-08-01,41.0,4.704,179.0,20.538,,,125.0,14.342
25523,Switzerland,2021-08-02,44.0,5.048,197.0,22.603,,,138.0,15.834
25524,Switzerland,2021-08-03,48.0,5.507,222.0,25.472,,,144.0,16.522
25525,Switzerland,2021-08-04,52.0,5.966,222.0,25.472,,,150.0,17.211
25526,Switzerland,2021-08-05,55.0,6.311,234.0,26.849,,,165.0,18.932
25527,Switzerland,2021-08-06,56.0,6.425,255.0,29.258,,,163.0,18.702
25528,Switzerland,2021-08-07,59.0,6.77,253.0,29.029,,,178.0,20.423
25529,Switzerland,2021-08-08,59.0,6.77,253.0,29.029,,,182.0,20.882
25530,Switzerland,2021-08-09,72.0,8.261,287.0,32.93,,,202.0,23.177
25531,Switzerland,2021-08-10,76.0,8.72,315.0,36.143,,,214.0,24.554
25532,Switzerland,2021-08-11,79.0,9.064,337.0,38.667,,,246.0,28.226
25533,Switzerland,2021-08-12,83.0,9.523,353.0,40.503,,,257.0,29.488
25534,Switzerland,2021-08-13,91.0,10.441,378.0,43.371,,,297.0,34.077
25535,Switzerland,2021-08-14,94.0,10.785,396.0,45.436,,,326.0,37.405
25536,Switzerland,2021-08-15,96.0,11.015,409.0,46.928,,,386.0,44.289
25537,Switzerland,2021-08-16,122.0,13.998,533.0,61.155,,,416.0,47.731
25538,Switzerland,2021-08-17,144.0,16.522,594.0,68.154,,,461.0,52.894
25539,Switzerland,2021-08-18,163.0,18.702,603.0,69.187,,,482.0,55.304
25540,Switzerland,2021-08-19,170.0,19.505,644.0,73.891,,,519.0,59.549
25541,Switzerland,2021-08-20,181.0,20.768,671.0,76.989,,,540.0,61.959
25542,Switzerland,2021-08-21,190.0,21.8,706.0,81.005,,,540.0,61.959
25543,Switzerland,2021-08-22,195.0,22.374,719.0,82.497,,,537.0,61.614
25544,Switzerland,2021-08-23,215.0,24.669,787.0,90.299,,,559.0,64.139
25545,Switzerland,2021-08-24,224.0,25.701,829.0,95.118,,,551.0,63.221
25546,Switzerland,2021-08-25,230.0,26.39,838.0,96.151,,,541.0,62.073
25547,Switzerland,2021-08-26,237.0,27.193,839.0,96.265,,,537.0,61.614
25548,Switzerland,2021-08-27,249.0,28.57,831.0,95.347,,,527.0,60.467
25549,Switzerland,2021-08-28,269.0,30.865,837.0,96.036,,,513.0,58.861
25550,Switzerland,2021-08-29,276.0,31.668,845.0,96.954,,,496.0,56.91
25551,Switzerland,2021-08-30,273.0,31.324,864.0,99.134,,,480.0,55.074
25552,Switzerland,2021-08-31,264.0,30.291,876.0,100.511,,,476.0,54.615
25553,Switzerland,2021-09-01,275.0,31.553,890.0,102.117,,,473.0,54.271
25554,Switzerland,2021-09-02,286.0,32.815,866.0,99.363,,,457.0,52.435
25555,Switzerland,2021-09-03,289.0,33.159,847.0,97.183,,,444.0,50.944
25556,Switzerland,2021-09-04,287.0,32.93,817.0,93.741,,,442.0,50.714
25557,Switzerland,2021-09-05,287.0,32.93,830.0,95.233,,,423.0,48.534
25558,Switzerland,2021-09-06,291.0,33.389,828.0,95.003,,,410.0,47.043
25559,Switzerland,2021-09-07,288.0,33.045,840.0,96.38,,,395.0,45.322
25560,Switzerland,2021-09-08,294.0,33.733,823.0,94.43,,,390.0,44.748
25561,Switzerland,2021-09-09,281.0,32.241,835.0,95.806,,,374.0,42.912
25562,Switzerland,2021-09-10,283.0,32.471,826.0,94.774,,,364.0,41.765
25563,Switzerland,2021-09-11,281.0,32.241,808.0,92.708,,,365.0,41.879
25564,Switzerland,2021-09-12,280.0,32.127,828.0,95.003,,,366.0,41.994
25565,Switzerland,2021-09-13,276.0,31.668,833.0,95.577,,,356.0,40.847
25566,Switzerland,2021-09-14,267.0,30.635,824.0,94.544,,,353.0,40.503
25567,Switzerland,2021-09-15,263.0,30.176,802.0,92.02,,,338.0,38.782
25568,Switzerland,2021-09-16,262.0,30.061,770.0,88.348,,,331.0,37.978
25569,Switzerland,2021-09-17,268.0,30.75,718.0,82.382,,,342.0,39.24
25570,Switzerland,2021-09-18,262.0,30.061,717.0,82.267,,,330.0,37.864
25571,Switzerland,2021-09-19,254.0,29.144,719.0,82.497,,,320.0,36.716
25572,Switzerland,2021-09-20,237.0,27.193,709.0,81.349,,,308.0,35.339
25573,Switzerland,2021-09-21,228.0,26.16,710.0,81.464,,,303.0,34.766
25574,Switzerland,2021-09-22,228.0,26.16,681.0,78.137,,,303.0,34.766
25575,Switzerland,2021-09-23,207.0,23.751,679.0,77.907,,,296.0,33.963
25576,Switzerland,2021-09-24,213.0,24.439,623.0,71.482,,,273.0,31.324
25577,Switzerland,2021-09-25,207.0,23.751,581.0,66.663,,,259.0,29.717
25578,Switzerland,2021-09-26,210.0,24.095,586.0,67.237,,,255.0,29.258
25579,Switzerland,2021-09-27,200.0,22.948,586.0,67.237,,,257.0,29.488
25580,Switzerland,2021-09-28,189.0,21.686,583.0,66.892,,,235.0,26.963
25581,Switzerland,2021-09-29,185.0,21.227,560.0,64.253,,,215.0,24.669
25582,Switzerland,2021-09-30,177.0,20.309,506.0,58.058,,,200.0,22.948
25583,Switzerland,2021-10-01,175.0,20.079,500.0,57.369,,,191.0,21.915
25584,Switzerland,2021-10-02,170.0,19.505,487.0,55.877,,,187.0,21.456
25585,Switzerland,2021-10-03,162.0,18.588,482.0,55.304,,,184.0,21.112
